n,n_senses,chance,purity_k1,excess_k1,purity_k5,excess_k5,purity_k10,excess_k10,purity_k20,excess_k20,purity_k50,excess_k50,step,layer,word,pos,within,between,gap
1000,5,0.1991991991991992,0.579,0.47427624999999995,0.5228,0.4040965000000001,0.4879,0.36051512500000005,0.4562,0.32092975,0.4036,0.2552455,512,16,right,n,0.10246018320322037,-0.0222349651157856,0.12469515204429626
800,4,0.2490613266583229,0.53625,0.38243958333333333,0.50575,0.34182375000000004,0.47825,0.3052029166666667,0.4535625,0.2723273958333333,0.411075,0.21574820833333339,512,16,right,r,0.056536633521318436,-0.018381014466285706,0.07491764426231384
800,4,0.2490613266583229,0.47375,0.2992104166666667,0.44875,0.26591875,0.430125,0.2411164583333333,0.41025,0.21464958333333337,0.376325,0.1694727916666667,512,16,same,a,0.03733295202255249,-0.012711814604699612,0.050044767558574677
400,2,0.49874686716791977,0.88,0.7606,0.8665,0.7336675000000001,0.85875,0.7182062500000002,0.84775,0.69626125,0.83315,0.66713425,512,16,second,n,0.17466755211353302,-0.17344433069229126,0.3481118679046631
1600,8,0.12445278298936835,0.428125,0.3468370535714286,0.371125,0.2817349107142857,0.3431875,0.24982629464285713,0.320875,0.22434223214285717,0.27805,0.1754299642857143,512,16,see,v,0.07280168682336807,-0.007346547208726406,0.08014823496341705
1400,7,0.14224446032880628,0.47785714285714287,0.39126845238095237,0.426,0.33081166666666667,0.4112857142857143,0.3136572619047619,0.3905,0.2894245833333333,0.34654285714285715,0.23817788095238096,512,16,set,n,0.0758303627371788,-0.011837730184197426,0.08766809105873108
1200,6,0.16597164303586323,0.44333333333333336,0.3325566666666667,0.42183333333333334,0.30677816666666663,0.39725,0.27730275,0.3717083333333333,0.2466782916666666,0.3146833333333333,0.17830531666666663,512,16,set,v,0.047398392111063004,-0.008893427439033985,0.056291818618774414
600,3,0.332220367278798,0.5066666666666667,0.2612333333333334,0.4826666666666667,0.22529333333333337,0.46,0.19135000000000002,0.44458333333333333,0.16826354166666666,0.41723333333333334,0.1273069166666667,512,16,state,n,0.020120538771152496,-0.007916337810456753,0.028036877512931824
1200,6,0.16597164303586323,0.5208333333333334,0.42547916666666674,0.4835,0.3807164999999999,0.459,0.35134099999999996,0.4357916666666667,0.3235142083333334,0.3896833333333333,0.26823031666666663,512,16,string,n,0.09748096764087677,-0.017978014424443245,0.11545898020267487
600,3,0.332220367278798,0.655,0.48336250000000003,0.608,0.41297999999999996,0.5876666666666667,0.3825308333333333,0.552,0.3291200000000001,0.5043333333333333,0.25773916666666663,512,16,study,n,0.0375538244843483,-0.020070990547537804,0.05762481689453125
400,2,0.49874686716791977,0.8375,0.6758125000000001,0.8045,0.6099775000000001,0.79175,0.58454125,0.760625,0.5224468750000001,0.705,0.411475,512,16,study,v,0.0462290421128273,-0.050466664135456085,0.09669570624828339
1000,5,0.1991991991991992,0.407,0.25949124999999995,0.363,0.20454624999999999,0.3343,0.16870712499999999,0.31745,0.1476656875,0.29106,0.11471117499999998,512,16,system,n,0.02958349697291851,-0.005334521643817425,0.03491801768541336
600,3,0.332220367278798,0.64,0.46090000000000003,0.6063333333333333,0.4104841666666666,0.5946666666666667,0.3930133333333333,0.5745,0.36281375,0.5365666666666666,0.3060085833333333,512,16,table,n,0.07838375866413116,-0.03627984598278999,0.11466360092163086
400,2,0.49874686716791977,0.93,0.8603500000000002,0.9125,0.8254375,0.906,0.8124700000000001,0.89375,0.7880312500000002,0.8603,0.7212985,512,16,table,v,0.131930872797966,-0.12312905490398407,0.2550599277019501
800,4,0.2490613266583229,0.45,0.26758333333333334,0.38025,0.17469958333333332,0.352875,0.13824520833333334,0.330625,0.10861562500000002,0.306625,0.07665562499999999,512,16,test,n,0.0123060941696167,-0.00400019995868206,0.01630629412829876
400,2,0.49874686716791977,0.695,0.39152499999999996,0.642,0.2857900000000001,0.63525,0.27232375000000003,0.611375,0.22469312500000008,0.5968,0.19561600000000007,512,16,test,v,0.02448371797800064,-0.02629033848643303,0.05077405646443367
400,2,0.49874686716791977,0.655,0.31172500000000014,0.6315,0.2648425,0.6235,0.24888250000000017,0.60675,0.21546625000000008,0.5861,0.17426949999999997,512,16,text,n,0.02018143981695175,-0.017189832404255867,0.03737127035856247
600,3,0.332220367278798,0.6816666666666666,0.5232958333333333,0.6323333333333333,0.4494191666666666,0.6195,0.4302012500000001,0.5875,0.38228125,0.5404,0.311749,512,16,then,r,0.05044849216938019,-0.02582932449877262,0.07627781480550766
400,2,0.49874686716791977,0.7,0.40149999999999997,0.6525,0.3067375,0.63275,0.26733625000000016,0.61025,0.22244874999999997,0.5686,0.13935700000000006,512,16,there,r,0.015744036063551903,-0.019020164385437965,0.03476420044898987
400,2,0.49874686716791977,0.6925,0.3865375000000001,0.685,0.37157500000000016,0.65725,0.31621375000000007,0.6325,0.26683749999999995,0.6047,0.2113765000000001,512,16,through,r,0.020516561344265938,-0.024601340293884277,0.045117899775505066
1400,7,0.14224446032880628,0.5592857142857143,0.4862005952380952,0.5075714285714286,0.42591035714285713,0.4742142857142857,0.38702148809523806,0.4360357142857143,0.34251163690476194,0.379,0.27601749999999997,512,16,time,n,0.0894424170255661,-0.013294962234795094,0.10273738205432892
800,4,0.2490613266583229,0.615,0.4873083333333333,0.579,0.43936833333333325,0.557375,0.4105710416666666,0.531625,0.376280625,0.4981,0.3316365,512,16,type,n,0.11752288043498993,-0.039648640900850296,0.15717151761054993
400,2,0.49874686716791977,0.8525,0.7057375000000001,0.8265,0.6538675000000002,0.8055,0.6119725,0.7825,0.5660875000000001,0.72985,0.46105075000000006,512,16,type,v,0.0583764910697937,-0.06121533364057541,0.11959182471036911
400,2,0.49874686716791977,0.7025,0.4064875000000001,0.6465,0.2947675,0.63925,0.28030375,0.6125,0.22693750000000015,0.5821,0.16628949999999998,512,16,use,n,0.013845491223037243,-0.01719742640852928,0.0310429185628891
400,2,0.49874686716791977,0.9025,0.8054875,0.8945,0.7895275,0.88925,0.7790537500000001,0.876875,0.754365625,0.8483,0.6973585000000002,512,16,use,v,0.08421768248081207,-0.0852319747209549,0.16944965720176697
399,2,0.49874686716791977,0.8521303258145363,0.705,0.8421052631578947,0.685,0.8318295739348371,0.6645000000000002,0.7916040100250626,0.58425,0.7278696741854637,0.4571000000000001,512,16,used,a,0.10114312171936035,-0.09378647059202194,0.1949295997619629
800,4,0.2490613266583229,0.62625,0.5022895833333333,0.6145,0.48664250000000003,0.588375,0.4518527083333333,0.5635,0.4187275,0.52335,0.3652610833333333,512,16,value,n,0.13914106786251068,-0.04635218158364296,0.18549324572086334
400,2,0.49874686716791977,0.765,0.5311750000000001,0.72,0.4414,0.69875,0.39900625000000006,0.666,0.33367000000000013,0.619,0.23990500000000006,512,16,value,v,0.02707218937575817,-0.028736617416143417,0.05580880492925644
400,2,0.49874686716791977,0.665,0.33167500000000016,0.611,0.22394500000000003,0.58325,0.16858375000000014,0.566875,0.1359156250000001,0.5444,0.09107800000000005,512,16,very,a,0.008120758458971977,-0.004145266488194466,0.012266024947166443
400,2,0.49874686716791977,0.8425,0.6857875000000001,0.851,0.7027450000000001,0.8455,0.6917725000000001,0.828875,0.6586056250000002,0.80995,0.6208502499999999,512,16,very,r,0.12187069654464722,-0.12245750427246094,0.24432820081710815
1400,7,0.14224446032880628,0.5678571428571428,0.49619345238095236,0.48628571428571427,0.40109476190476184,0.45685714285714285,0.36678595238095235,0.41475,0.31769604166666665,0.3512571428571429,0.2436739523809524,512,16,way,n,0.06250625848770142,-0.009417195804417133,0.07192345708608627
600,3,0.332220367278798,0.6116666666666667,0.41847083333333335,0.581,0.3725474999999999,0.561,0.34259750000000005,0.5399166666666667,0.3110252083333334,0.4915333333333333,0.23857116666666664,512,16,well,a,0.04781480133533478,-0.024509364739060402,0.07232416421175003
600,3,0.332220367278798,0.695,0.5432624999999999,0.6806666666666666,0.5217983333333333,0.6685,0.50357875,0.65275,0.4799931250000001,0.6146666666666667,0.42296333333333336,512,16,well,n,0.09624724835157394,-0.035169631242752075,0.13141688704490662
600,3,0.332220367278798,0.6933333333333334,0.5407666666666667,0.6476666666666666,0.47238083333333325,0.6251666666666666,0.4386870833333333,0.5974166666666667,0.3971314583333334,0.5472,0.32193200000000005,512,16,well,r,0.053234994411468506,-0.024483077228069305,0.07771807163953781
999,5,0.1991991991991992,0.4914914914914915,0.36500000000000005,0.45145145145145144,0.315,0.4228228228228228,0.27925,0.39844844844844846,0.24881250000000002,0.37261261261261264,0.21655000000000005,512,16,work,n,0.07081732153892517,-0.017308702692389488,0.08812602609395981
1200,6,0.16597164303586323,0.5291666666666667,0.43547083333333336,0.49766666666666665,0.39770233333333327,0.47783333333333333,0.37392216666666667,0.45045833333333335,0.3410995416666666,0.4115666666666667,0.29446843333333333,512,16,work,v,0.11324876546859741,-0.022850219160318375,0.1360989809036255
400,2,0.49874686716791977,0.7575,0.5162125,0.732,0.46534000000000003,0.71825,0.4379087500000002,0.702375,0.406238125,0.68085,0.36329575,512,24,about,r,0.06643562018871307,-0.0681813508272171,0.13461697101593018
400,2,0.49874686716791977,0.8175,0.6359125000000001,0.82,0.6409,0.821,0.642895,0.810375,0.621698125,0.79305,0.5871347500000001,512,24,before,r,0.136524960398674,-0.13854758441448212,0.27507254481315613
400,2,0.49874686716791977,0.8425,0.6857875000000001,0.8355,0.6718225000000001,0.8205,0.6418975000000001,0.809375,0.619703125,0.7887,0.5784565,512,24,being,n,0.15136972069740295,-0.12270427495241165,0.274073988199234
1600,8,0.12445278298936835,0.4925,0.4203625,0.421875,0.3396986607142857,0.40075,0.31557089285714285,0.36796875,0.2781300223214286,0.322875,0.22662651785714288,512,24,case,n,0.11654072254896164,-0.014779342338442802,0.131320059299469
1000,5,0.1991991991991992,0.558,0.4480525000000001,0.495,0.36938125,0.4659,0.333042625,0.4316,0.2902105,0.39458,0.24398177499999998,512,24,cell,n,0.14474987983703613,-0.026905158534646034,0.17165504395961761
1000,5,0.1991991991991992,0.479,0.34940125,0.4366,0.29645425,0.405,0.25699375,0.38415,0.2309573125,0.35324,0.19235845000000001,512,24,class,n,0.06923441588878632,-0.014515077695250511,0.08374949544668198
600,3,0.332220367278798,0.57,0.3560749999999999,0.554,0.33211500000000005,0.5241666666666667,0.28743958333333336,0.50075,0.25237312500000003,0.4638,0.19704049999999998,512,24,code,n,0.042920734733343124,-0.020361633971333504,0.06328237056732178
1200,6,0.16597164303586323,0.4825,0.37951749999999995,0.43983333333333335,0.3283601666666666,0.4231666666666667,0.3083768333333334,0.39866666666666667,0.2790013333333333,0.3629,0.23611709999999997,512,24,control,n,0.08514509350061417,-0.014140304177999496,0.09928539395332336
800,4,0.2490613266583229,0.56,0.41406666666666675,0.51475,0.35380875000000006,0.4945,0.32684250000000004,0.4595,0.28023416666666673,0.39865,0.19920225000000003,512,24,control,v,0.05414643511176109,-0.018250130116939545,0.07239656150341034
600,3,0.332220367278798,0.7883333333333333,0.6830291666666667,0.749,0.6241275,0.7175,0.5769562500000001,0.696,0.5447599999999999,0.6274333333333333,0.4420814166666666,512,24,court,n,0.08575661480426788,-0.038594044744968414,0.1243506595492363
1000,5,0.1991991991991992,0.484,0.355645,0.4544,0.3186820000000001,0.4321,0.290834875,0.4064,0.25874199999999997,0.36986,0.21311267500000003,512,24,day,n,0.06600876152515411,-0.01586303301155567,0.08187179267406464
400,2,0.49874686716791977,0.84,0.6808000000000001,0.815,0.630925,0.812,0.6249400000000002,0.80075,0.6024962500000001,0.7628,0.5267860000000002,512,24,different,a,0.08860643208026886,-0.0914326161146164,0.18003904819488525
1399,7,0.14224446032880628,0.5782701929949964,0.5083333333333333,0.5312365975696927,0.4535,0.4996426018584703,0.41666666666666663,0.4671193709792709,0.37875,0.42110078627591135,0.3251,512,24,end,n,0.12207670509815216,-0.01736011914908886,0.13943682610988617
400,2,0.49874686716791977,0.7425,0.4862875000000002,0.692,0.38554,0.67425,0.3501287500000001,0.6505,0.3027475,0.61675,0.2354162500000001,512,24,end,v,0.03363187611103058,-0.035541459918022156,0.06917333602905273
400,2,0.49874686716791977,0.925,0.8503750000000002,0.887,0.7745650000000002,0.86425,0.72917875,0.846625,0.694016875,0.80505,0.6110747500000002,512,24,example,n,0.1186453104019165,-0.11985646933317184,0.23850178718566895
800,4,0.2490613266583229,0.54875,0.3990854166666666,0.4735,0.29887749999999996,0.44025,0.2545995833333333,0.415625,0.2218072916666667,0.384325,0.18012612500000005,512,24,file,n,0.05139753967523575,-0.015114672482013702,0.06651221215724945
400,2,0.49874686716791977,0.8225,0.6458875000000001,0.847,0.6947650000000001,0.83,0.66085,0.811375,0.623693125,0.7778,0.5567110000000002,512,24,file,v,0.10076647996902466,-0.10241423547267914,0.2031807154417038
1400,7,0.14224446032880628,0.5292857142857142,0.4512255952380952,0.5145714285714286,0.43407119047619047,0.4982142857142857,0.41500148809523807,0.47635714285714287,0.3895197023809524,0.44105714285714287,0.3483657857142857,512,24,find,v,0.1760159134864807,-0.02816162258386612,0.20417752861976624
600,3,0.332220367278798,0.6966666666666667,0.5457583333333333,0.648,0.47288,0.6183333333333333,0.4284541666666666,0.5896666666666667,0.38552583333333335,0.5320666666666667,0.29926983333333335,512,24,first,a,0.05027734115719795,-0.024746203795075417,0.07502354681491852
800,4,0.2490613266583229,0.62125,0.49563124999999997,0.5615,0.4160641666666666,0.5465,0.39608916666666666,0.5123125,0.35056281249999993,0.4598,0.28063366666666667,512,24,first,r,0.07124172151088715,-0.023407669737935066,0.09464938938617706
399,2,0.49874686716791977,0.6741854636591479,0.3500000000000001,0.649624060150376,0.30100000000000016,0.6421052631578947,0.2860000000000001,0.625438596491228,0.25275,0.6226065162907268,0.2471000000000001,512,24,following,a,0.030129894614219666,-0.03360746055841446,0.06373735517263412
400,2,0.49874686716791977,0.89,0.7805500000000001,0.8375,0.6758125000000001,0.82975,0.6603512500000001,0.8085,0.6179575,0.76135,0.52389325,512,24,following,n,0.08775042742490768,-0.08728812634944916,0.17503854632377625
400,2,0.49874686716791977,0.885,0.7705750000000001,0.834,0.66883,0.799,0.5990050000000001,0.77525,0.5516237500000001,0.71375,0.4289312500000001,512,24,found,v,0.04599062353372574,-0.047996021807193756,0.0939866453409195
800,4,0.2490613266583229,0.69625,0.59550625,0.652,0.5365800000000001,0.6215,0.4959641666666667,0.5918125,0.45643031249999994,0.54365,0.39229391666666663,512,24,function,n,0.1138174906373024,-0.037588827311992645,0.15140631794929504
400,2,0.49874686716791977,0.755,0.511225,0.737,0.47531500000000004,0.72675,0.4548662500000001,0.70975,0.42095125000000005,0.65455,0.31082725,512,24,function,v,0.028467783704400063,-0.030544180423021317,0.05901196599006653
1200,6,0.16597164303586323,0.35833333333333334,0.23064166666666666,0.32283333333333336,0.18807716666666668,0.3055,0.16729449999999998,0.29229166666666667,0.15145770833333333,0.26466666666666666,0.1183353333333333,512,24,get,v,0.040463365614414215,-0.005764517933130264,0.04622788354754448
400,2,0.49874686716791977,0.735,0.47132500000000005,0.715,0.431425,0.71,0.42145,0.699375,0.40025312500000004,0.6896,0.38075200000000003,512,24,good,a,0.07352493703365326,-0.06509114801883698,0.13861608505249023
800,4,0.2490613266583229,0.635,0.5139416666666666,0.59875,0.46566874999999996,0.57275,0.4310454166666666,0.5505625,0.40149906249999995,0.5195,0.3601341666666666,512,24,good,n,0.25306475162506104,-0.07657026499509811,0.32963502407073975
400,2,0.49874686716791977,0.7575,0.5162125,0.7095,0.4204525000000001,0.67825,0.3581087500000001,0.644,0.2897800000000001,0.59545,0.19292275000000014,512,24,group,n,0.0238952599465847,-0.026369798928499222,0.05026505887508392
400,2,0.49874686716791977,0.71,0.42145,0.7015,0.4044925000000001,0.68725,0.37606375000000014,0.66575,0.33317125,0.62175,0.24539125000000012,512,24,here,r,0.046082381159067154,-0.04887598752975464,0.0949583649635315
600,3,0.332220367278798,0.5833333333333334,0.3760416666666667,0.5406666666666666,0.31214833333333325,0.5235,0.2864412499999999,0.5053333333333333,0.2592366666666666,0.47473333333333334,0.21341316666666668,512,24,high,a,0.04657001793384552,-0.023417456075549126,0.0699874758720398
400,2,0.49874686716791977,0.5825,0.1670875000000001,0.599,0.20000500000000002,0.58625,0.17456875000000016,0.583375,0.16883312500000003,0.56495,0.13207524999999998,512,24,high,r,0.010508204810321331,-0.013498418964445591,0.024006623774766922
400,2,0.49874686716791977,0.7975,0.5960125000000001,0.755,0.511225,0.7465,0.4942675000000002,0.722625,0.446636875,0.6704,0.3424480000000001,512,24,however,r,0.14518052339553833,-0.143315851688385,0.28849637508392334
600,3,0.332220367278798,0.6133333333333333,0.4209666666666666,0.5886666666666667,0.38402833333333336,0.568,0.3530799999999999,0.5291666666666667,0.29492708333333334,0.4835333333333333,0.22659116666666662,512,24,information,n,0.04759892076253891,-0.02291788160800934,0.07051680237054825
800,4,0.2490613266583229,0.44375,0.25926041666666666,0.4135,0.2189775,0.3915,0.18968083333333338,0.365875,0.155556875,0.33655,0.11650575000000003,512,24,just,r,0.025658290833234787,-0.008947714231908321,0.03460600599646568
1000,5,0.1991991991991992,0.509,0.38686375,0.4536,0.317683,0.4243,0.28109462500000004,0.40985,0.2630501875,0.38252,0.22892185000000004,512,24,know,v,0.14816974103450775,-0.03462722897529602,0.18279697000980377
600,3,0.332220367278798,0.64,0.46090000000000003,0.5956666666666667,0.39451083333333337,0.5655,0.34933625,0.5416666666666666,0.3136458333333333,0.5029333333333333,0.2556426666666667,512,24,left,a,0.06466934829950333,-0.032486408948898315,0.09715575724840164
400,2,0.49874686716791977,0.705,0.411475,0.683,0.36758500000000016,0.6645,0.3306775,0.63025,0.26234875,0.5936,0.1892320000000001,512,24,left,n,0.016700496897101402,-0.014830691739916801,0.031531188637018204
400,2,0.49874686716791977,0.695,0.39152499999999996,0.669,0.33965500000000015,0.654,0.3097300000000001,0.632375,0.2665881250000001,0.6029,0.20778550000000004,512,24,like,a,0.020389845594763756,-0.023532681167125702,0.04392252862453461
400,2,0.49874686716791977,0.7425,0.4862875000000002,0.7235,0.44838250000000013,0.72375,0.44888125000000006,0.7235,0.44838250000000013,0.71655,0.43451725000000013,512,24,like,n,0.10694164037704468,-0.09896965324878693,0.2059112936258316
800,4,0.2490613266583229,0.47875,0.30586875,0.46075,0.28189875000000003,0.448875,0.2660852083333334,0.4225625,0.23104572916666669,0.38785,0.18482025,512,24,like,v,0.04316144436597824,-0.010601058602333069,0.05376250296831131
1200,6,0.16597164303586323,0.31833333333333336,0.1826816666666667,0.2936666666666667,0.15310633333333334,0.27891666666666665,0.1354210833333333,0.258,0.110342,0.23733333333333334,0.08556266666666666,512,24,make,v,0.04684040695428848,-0.008237049914896488,0.055077455937862396
1000,5,0.1991991991991992,0.43,0.2882125,0.375,0.21953125,0.3453,0.182443375,0.32065,0.1516616875,0.28828,0.11123964999999998,512,24,model,n,0.030409764498472214,-0.007253848481923342,0.03766361251473427
400,2,0.49874686716791977,0.62,0.24190000000000006,0.6085,0.21895750000000014,0.58325,0.16858375000000014,0.558125,0.11845937500000002,0.54225,0.08678875000000008,512,24,more,a,0.007717183791100979,-0.00654130382463336,0.014258487150073051
400,2,0.49874686716791977,0.715,0.431425,0.65,0.30175000000000013,0.6295,0.2608525,0.599125,0.2002543750000001,0.5606,0.12339700000000003,512,24,more,r,0.013875490054488182,-0.013583066873252392,0.027458555996418
400,2,0.49874686716791977,0.68,0.3616000000000002,0.675,0.3516250000000002,0.6495,0.3007525,0.64925,0.30025375000000004,0.62635,0.25456825,512,24,most,a,0.03179936110973358,-0.03235030174255371,0.06414966285228729
400,2,0.49874686716791977,0.9225,0.8453875000000001,0.889,0.7785550000000001,0.8845,0.7695775,0.8705,0.7416475000000002,0.8173,0.6355135000000002,512,24,most,r,0.09112194925546646,-0.09091690927743912,0.18203885853290558
600,3,0.332220367278798,0.7716666666666666,0.6580708333333333,0.726,0.589685,0.7051666666666667,0.5584870833333334,0.6794166666666667,0.5199264583333333,0.6501,0.47602475,512,24,much,r,0.13290509581565857,-0.06667203456163406,0.19957712292671204
600,3,0.332220367278798,0.6866666666666666,0.5307833333333333,0.6686666666666666,0.5038283333333333,0.6586666666666666,0.48885333333333325,0.6383333333333333,0.4584041666666666,0.6047333333333333,0.4080881666666667,512,24,name,n,0.11276445537805557,-0.0564943365752697,0.16925878822803497
400,2,0.49874686716791977,0.8875,0.7755625,0.8655,0.7316725000000002,0.852,0.70474,0.8515,0.7037425000000002,0.8379,0.6766105,512,24,need,n,0.15436002612113953,-0.156497523188591,0.31085753440856934
400,2,0.49874686716791977,0.74,0.48130000000000006,0.716,0.43342,0.68275,0.36708625,0.664375,0.3304281250000002,0.62675,0.25536625000000013,512,24,need,v,0.03804904222488403,-0.03312176093459129,0.07117080688476562
400,2,0.49874686716791977,0.7525,0.5062375,0.697,0.395515,0.6845,0.37057750000000006,0.655875,0.31347062500000006,0.61345,0.22883275000000017,512,24,new,a,0.023703208193182945,-0.023550940677523613,0.04725414887070656
600,3,0.332220367278798,0.6866666666666666,0.5307833333333333,0.6303333333333333,0.4464241666666666,0.6135,0.42121625000000007,0.5888333333333333,0.38427791666666666,0.578,0.3680549999999999,512,24,now,r,0.14346277713775635,-0.06445547938346863,0.20791825652122498
799,4,0.2490613266583229,0.5494367959949937,0.39999999999999997,0.5291614518147685,0.373,0.5107634543178974,0.3485,0.4891113892365457,0.31966666666666665,0.4424030037546934,0.2574666666666667,512,24,number,n,0.08123909682035446,-0.02647922746837139,0.107718326151371
400,2,0.49874686716791977,0.86,0.7207000000000001,0.797,0.5950150000000002,0.7765,0.5541175,0.748375,0.49800812500000013,0.6986,0.3987070000000001,512,24,number,v,0.04841616749763489,-0.05207957699894905,0.10049574077129364
400,2,0.49874686716791977,0.675,0.3516250000000002,0.64,0.2818000000000001,0.62675,0.25536625000000013,0.606125,0.21421937500000013,0.57005,0.14224974999999995,512,24,one,n,0.020261000841856003,-0.002814503153786063,0.02307550422847271
399,2,0.49874686716791977,0.7017543859649122,0.405,0.7012531328320802,0.40400000000000014,0.6967418546365914,0.395,0.6845864661654135,0.37075,0.6630576441102757,0.32780000000000004,512,24,only,a,0.04214181378483772,-0.04352652654051781,0.08566834032535553
400,2,0.49874686716791977,0.665,0.33167500000000016,0.6555,0.3127225,0.6365,0.2748175,0.620375,0.24264812500000008,0.58445,0.17097775000000012,512,24,only,r,0.015598767437040806,-0.018160639330744743,0.033759407699108124
2200,11,0.0904956798544793,0.45,0.395275,0.39554545454545453,0.3354022272727272,0.36554545454545456,0.30241722727272724,0.3331590909090909,0.26680842045454545,0.29106363636363636,0.22052446818181815,512,24,order,n,0.11581340432167053,-0.010625976137816906,0.12643937766551971
600,3,0.332220367278798,0.6983333333333334,0.5482541666666667,0.638,0.457905,0.6205,0.4316987500000001,0.5725833333333333,0.35994354166666664,0.5078666666666667,0.26303033333333337,512,24,order,v,0.056379593908786774,-0.030004803091287613,0.08638440072536469
400,2,0.49874686716791977,0.92,0.8404000000000001,0.8835,0.7675825000000001,0.8645,0.7296775000000002,0.84325,0.6872837500000002,0.80365,0.6082817500000001,512,24,other,a,0.11999575793743134,-0.1186453253030777,0.23864108324050903
400,2,0.49874686716791977,0.6675,0.33666250000000003,0.679,0.3596050000000002,0.66275,0.32718624999999996,0.645375,0.29252312500000016,0.6142,0.230329,512,24,out,r,0.03195523843169212,-0.03329632058739662,0.06525155901908875
400,2,0.49874686716791977,0.7375,0.4763125000000002,0.7075,0.4164625000000001,0.68925,0.38005375000000013,0.670875,0.3433956250000001,0.6349,0.27162550000000013,512,24,over,r,0.030731234699487686,-0.0326966717839241,0.06342791020870209
1600,8,0.12445278298936835,0.521875,0.4539129464285714,0.457375,0.38024473214285714,0.425375,0.3436961607142857,0.3935,0.3072903571428572,0.3504,0.258064,512,24,part,n,0.13865779340267181,-0.017346329987049103,0.1560041308403015
1200,6,0.16597164303586323,0.5866666666666667,0.5044133333333334,0.5576666666666666,0.46964233333333333,0.5355,0.4430645,0.50775,0.4097922500000001,0.46063333333333334,0.35329936666666667,512,24,return,n,0.21579018235206604,-0.043645329773426056,0.2594355046749115
800,4,0.2490613266583229,0.63125,0.5089479166666666,0.6285,0.5052858333333332,0.61875,0.49230208333333336,0.606375,0.4758227083333333,0.5833,0.44509450000000006,512,24,return,v,0.20118024945259094,-0.06781947612762451,0.26899972558021545
1200,6,0.16597164303586323,0.5933333333333334,0.5124066666666667,0.5551666666666667,0.4666448333333334,0.5241666666666667,0.42947583333333333,0.4841666666666667,0.38151583333333333,0.4324,0.3194476,512,24,right,a,0.1349986046552658,-0.026773469522595406,0.16177207231521606
1000,5,0.1991991991991992,0.587,0.48426625,0.5062,0.38336725,0.4797,0.35027537500000006,0.4479,0.31056512500000005,0.39492,0.24440635,512,24,right,n,0.09777369350194931,-0.021627644076943398,0.11940133571624756
800,4,0.2490613266583229,0.54375,0.39242708333333326,0.49925,0.3331679166666668,0.476625,0.3030389583333334,0.4479375,0.26483677083333335,0.406225,0.209289625,512,24,right,r,0.06342130899429321,-0.020701300352811813,0.08412261307239532
800,4,0.2490613266583229,0.45,0.26758333333333334,0.439,0.252935,0.424125,0.23312645833333331,0.40225,0.20399625000000002,0.3708,0.16211533333333336,512,24,same,a,0.04236477240920067,-0.013723121955990791,0.05608789622783661
400,2,0.49874686716791977,0.8725,0.7456375000000002,0.8625,0.7256875000000002,0.8585,0.7177075000000002,0.850625,0.7019968750000001,0.829,0.658855,512,24,second,n,0.19007761776447296,-0.18707750737667084,0.3771551251411438
1600,8,0.12445278298936835,0.430625,0.3496924107142857,0.3645,0.2741682142857143,0.3399375,0.24611433035714286,0.31721875,0.22016627232142857,0.2735875,0.17033315178571426,512,24,see,v,0.07708568871021271,-0.007380490656942129,0.08446618169546127
1400,7,0.14224446032880628,0.4685714285714286,0.38044285714285714,0.42814285714285716,0.33330988095238095,0.4059285714285714,0.3074117261904762,0.3894285714285714,0.2881754761904762,0.3500142857142857,0.2422249880952381,512,24,set,n,0.08737701922655106,-0.013671863824129105,0.10104888677597046
1200,6,0.16597164303586323,0.44166666666666665,0.33055833333333334,0.4196666666666667,0.30418033333333333,0.3948333333333333,0.27440516666666664,0.36820833333333336,0.24248179166666667,0.30785,0.17011215,512,24,set,v,0.05208076536655426,-0.010000267066061497,0.06208103150129318
600,3,0.332220367278798,0.49833333333333335,0.2487541666666667,0.479,0.21980249999999996,0.465,0.19883750000000003,0.44683333333333336,0.1716329166666667,0.4208,0.13264800000000002,512,24,state,n,0.02360471710562706,-0.010044883005321026,0.03364960104227066
1200,6,0.16597164303586323,0.5308333333333334,0.43746916666666674,0.485,0.382515,0.4595,0.35194050000000004,0.43254166666666666,0.31961745833333327,0.38881666666666664,0.2671911833333333,512,24,string,n,0.10922811180353165,-0.020277056843042374,0.12950517237186432
600,3,0.332220367278798,0.65,0.47587500000000005,0.6116666666666667,0.41847083333333335,0.5848333333333333,0.3782879166666666,0.5506666666666666,0.32712333333333327,0.5019333333333333,0.2541451666666667,512,24,study,n,0.045364491641521454,-0.023799816146492958,0.06916430592536926
400,2,0.49874686716791977,0.835,0.670825,0.803,0.6069850000000002,0.7975,0.5960125000000001,0.770875,0.542895625,0.71645,0.43431775000000017,512,24,study,v,0.057176053524017334,-0.060966767370700836,0.11814282089471817
1000,5,0.1991991991991992,0.402,0.2532475,0.3604,0.2012995,0.3369,0.17195387499999998,0.31445,0.14391943750000002,0.28858,0.111614275,512,24,system,n,0.0314822755753994,-0.00469131488353014,0.036173589527606964
600,3,0.332220367278798,0.66,0.49085000000000006,0.595,0.39351249999999993,0.5905,0.38677375,0.5671666666666667,0.3518320833333334,0.535,0.30366250000000006,512,24,table,n,0.0935506746172905,-0.04299049451947212,0.13654117286205292
