sense,n_sense,peripherality,dispersion,step,layer,word,pos
control.v.01,200,0.15599602460861206,1.0143613815307617,0,1,control,v
control.v.02,200,0.1510375291109085,1.0003461837768555,0,1,control,v
control.v.05,200,0.3360792100429535,0.8598999977111816,0,1,control,v
operate.v.03,200,0.1454092115163803,1.024553656578064,0,1,control,v
court.n.01,200,0.1421467512845993,1.052565574645996,0,1,court,n
court.n.02,200,0.2469647079706192,0.7586845755577087,0,1,court,n
court.n.04,200,0.26436012983322144,1.0795462131500244,0,1,court,n
day.n.01,200,0.44183939695358276,1.0664520263671875,0,1,day,n
day.n.02,200,0.23184597492218018,1.0581003427505493,0,1,day,n
day.n.03,200,0.2627772092819214,1.0516438484191895,0,1,day,n
day.n.04,200,0.28678837418556213,0.7797359824180603,0,1,day,n
day.n.05,200,0.2729671597480774,0.7445639371871948,0,1,day,n
different.a.01,200,0.16205936670303345,0.8430536389350891,0,1,different,a
different.s.02,200,0.16205936670303345,1.1120854616165161,0,1,different,a
end.n.01,200,0.17686675488948822,0.9332672953605652,0,1,end,n
end.n.02,200,0.2915100157260895,0.6855223774909973,0,1,end,n
end.n.05,199,0.6071399450302124,1.2669163942337036,0,1,end,n
end.n.06,200,0.1962430775165558,0.8581385016441345,0,1,end,n
end.n.08,200,0.22334222495555878,0.9970983862876892,0,1,end,n
end.n.10,200,0.2129708230495453,0.7543153762817383,0,1,end,n
goal.n.01,200,0.3170783519744873,1.019851565361023,0,1,end,n
end.v.01,200,0.2045757919549942,1.0009629726409912,0,1,end,v
end.v.02,200,0.2045757919549942,0.9562273025512695,0,1,end,v
example.n.01,200,0.22477655112743378,1.093888759613037,0,1,example,n
exemplar.n.01,200,0.22477655112743378,0.8380681872367859,0,1,example,n
file.n.01,200,0.1501319259405136,1.037900447845459,0,1,file,n
file.n.02,200,0.2945384383201599,0.764890730381012,0,1,file,n
file.n.03,200,0.12888474762439728,1.101821780204773,0,1,file,n
file.n.04,200,0.10157174617052078,0.9937167763710022,0,1,file,n
file.v.01,200,0.35879290103912354,0.8910261988639832,0,1,file,v
file.v.05,200,0.35879287123680115,0.9739648699760437,0,1,file,v
detect.v.01,200,0.680686354637146,0.5610119104385376,0,1,find,v
determine.v.01,200,0.6769835352897644,1.0765326023101807,0,1,find,v
find.v.01,200,0.1807687133550644,0.9051229357719421,0,1,find,v
find.v.03,200,0.27947574853897095,0.9067584276199341,0,1,find,v
find.v.05,200,0.279228538274765,0.8690063953399658,0,1,find,v
line_up.v.02,200,0.3471902906894684,0.8961771130561829,0,1,find,v
rule.v.04,200,0.2956673204898834,1.0041046142578125,0,1,find,v
first.a.01,200,0.1174195408821106,0.9303542971611023,0,1,first,a
first.s.02,200,0.1172323152422905,1.0275201797485352,0,1,first,a
first.s.05,200,0.14882446825504303,1.0143784284591675,0,1,first,a
first.r.01,200,0.5218464136123657,1.312825322151184,0,1,first,r
first.r.02,200,0.23626622557640076,0.7732639908790588,0,1,first,r
first.r.03,200,0.10807915776968002,0.9300837516784668,0,1,first,r
foremost.r.01,200,0.24626512825489044,0.642669141292572,0,1,first,r
following.s.01,199,0.1506960690021515,0.9877385497093201,0,1,following,a
following.s.02,200,0.14994260668754578,0.9895312190055847,0,1,following,a
following.n.01,200,0.13930392265319824,1.035984754562378,0,1,following,n
pursuit.n.01,200,0.13930392265319824,0.9422974586486816,0,1,following,n
establish.v.01,200,0.1537245362997055,1.1587005853652954,0,1,found,v
establish.v.08,200,0.1537245362997055,0.7811212539672852,0,1,found,v
function.n.01,200,0.09571715444326401,0.9316822290420532,0,1,function,n
function.n.02,200,0.1152651384472847,0.9903967380523682,0,1,function,n
function.n.03,200,0.2530106008052826,1.0297505855560303,0,1,function,n
routine.n.03,200,0.31520742177963257,0.9512509107589722,0,1,function,n
function.v.01,200,0.12495503574609756,1.0297586917877197,0,1,function,v
serve.v.01,200,0.12495503574609756,0.9530842304229736,0,1,function,v
arrive.v.01,200,0.14104673266410828,1.036610722541809,0,1,get,v
become.v.01,200,0.22520767152309418,1.1143693923950195,0,1,get,v
bring.v.04,200,0.16783858835697174,0.9057652354240417,0,1,get,v
catch.v.18,200,0.28887271881103516,0.7648962736129761,0,1,get,v
get.v.01,200,0.12654270231723785,1.044421672821045,0,1,get,v
get.v.03,200,0.09357567131519318,0.990114152431488,0,1,get,v
full.s.06,200,0.20944814383983612,0.748896062374115,0,1,good,a
good.a.01,200,0.20944814383983612,1.1625049114227295,0,1,good,a
commodity.n.01,200,0.9941365122795105,0.6957340240478516,0,1,good,n
good.n.01,200,0.4963216781616211,0.6782947778701782,0,1,good,n
good.n.02,200,0.47967204451560974,0.7371266484260559,0,1,good,n
good.n.03,200,0.07260673493146896,1.0210362672805786,0,1,good,n
group.n.01,200,0.10804517567157745,1.0177264213562012,0,1,group,n
group.n.02,200,0.10804517567157745,0.9699925780296326,0,1,group,n
here.r.01,200,0.2580953538417816,0.7818576693534851,0,1,here,r
here.r.02,200,0.2580953538417816,1.120478630065918,0,1,here,r
eminent.s.01,200,0.33908334374427795,1.0567495822906494,0,1,high,a
high.a.01,200,0.19636303186416626,0.9347183108329773,0,1,high,a
high.a.02,200,0.1909225434064865,0.9053147435188293,0,1,high,a
high.r.01,200,0.047925956547260284,0.9911134839057922,0,1,high,r
high.r.02,200,0.04792594909667969,1.0065288543701172,0,1,high,r
however.r.01,200,0.3940121829509735,1.0322515964508057,0,1,however,r
however.r.03,200,0.3940121829509735,0.7899148464202881,0,1,however,r
information.n.01,200,0.08271532505750656,1.0246285200119019,0,1,information,n
information.n.02,200,0.12178614735603333,0.8785436749458313,0,1,information,n
information.n.03,200,0.15701407194137573,1.0639408826828003,0,1,information,n
just.r.03,200,0.09605270624160767,1.0404914617538452,0,1,just,r
just.r.04,200,0.16467469930648804,0.829129695892334,0,1,just,r
merely.r.01,200,0.07207964360713959,1.0124131441116333,0,1,just,r
precisely.r.01,200,0.16024313867092133,1.0666413307189941,0,1,just,r
acknowledge.v.06,200,0.7310324311256409,0.5600573420524597,0,1,know,v
know.v.01,200,0.323247492313385,0.9513343572616577,0,1,know,v
know.v.02,200,0.1403629332780838,1.0127559900283813,0,1,know,v
know.v.03,200,0.46560344099998474,0.9581536650657654,0,1,know,v
know.v.04,200,0.14453253149986267,0.9702012538909912,0,1,know,v
left.a.01,200,0.12262918055057526,0.8966636657714844,0,1,left,a
left.a.04,200,0.13844355940818787,1.0992212295532227,0,1,left,a
leftover.s.01,200,0.09403055906295776,0.9719366431236267,0,1,left,a
left.n.01,200,0.08662080019712448,0.937096357345581,0,1,left,n
left.n.02,200,0.08662080764770508,1.0520665645599365,0,1,left,n
alike.a.01,200,0.10363776981830597,1.0415706634521484,0,1,like,a
like.a.01,200,0.10363775491714478,0.9453300833702087,0,1,like,a
like.n.01,200,0.4567098021507263,0.9841813445091248,0,1,like,n
like.n.02,200,0.4567098021507263,0.7837215065956116,0,1,like,n
like.v.02,200,0.2050824910402298,1.12462317943573,0,1,like,v
like.v.03,200,0.41308116912841797,1.1777307987213135,0,1,like,v
like.v.05,200,0.30289459228515625,0.6890023946762085,0,1,like,v
wish.v.02,200,0.3010076582431793,0.6916667819023132,0,1,like,v
gain.v.08,200,0.28170153498649597,0.9521809816360474,0,1,make,v
induce.v.02,200,0.08631809800863266,0.9829333424568176,0,1,make,v
make.v.01,200,0.16351985931396484,0.9477260112762451,0,1,make,v
make.v.02,200,0.2046298086643219,1.0230110883712769,0,1,make,v
make.v.03,200,0.12133859843015671,1.0317410230636597,0,1,make,v
produce.v.02,200,0.3523336946964264,0.9075720310211182,0,1,make,v
mannequin.n.01,200,0.0832231193780899,0.9461537599563599,0,1,model,n
model.n.01,200,0.1759645640850067,0.9429717063903809,0,1,model,n
model.n.02,200,0.05092023313045502,0.9857872128486633,0,1,model,n
model.n.03,200,0.22205519676208496,1.0316836833953857,0,1,model,n
model.n.04,200,0.08645720779895782,1.0402806997299194,0,1,model,n
more.a.01,200,0.06311706453561783,1.0544588565826416,0,1,more,a
more.a.02,200,0.06311706453561783,0.938162624835968,0,1,more,a
more.r.01,200,0.10120601952075958,1.0778995752334595,0,1,more,r
more.r.02,200,0.10120601207017899,0.9042384624481201,0,1,more,r
most.a.01,200,0.08706624060869217,1.0580785274505615,0,1,most,a
most.a.02,200,0.08706624060869217,0.9302197098731995,0,1,most,a
most.r.01,200,0.11652569472789764,0.8764707446098328,0,1,most,r
most.r.02,200,0.11652567982673645,1.0975620746612549,0,1,most,r
much.r.01,200,0.1822429597377777,0.9443079829216003,0,1,much,r
much.r.02,200,0.29484111070632935,0.9911764860153198,0,1,much,r
much.r.05,200,0.15926571190357208,0.990122377872467,0,1,much,r
name.n.01,200,0.18522635102272034,1.024361491203308,0,1,name,n
name.n.02,200,0.3883151710033417,0.7309545874595642,0,1,name,n
name.n.04,200,0.5421642661094666,0.9681680202484131,0,1,name,n
need.n.01,200,0.5614399313926697,0.7201471328735352,0,1,need,n
need.n.02,200,0.5614399313926697,0.9224741458892822,0,1,need,n
necessitate.v.01,200,0.08524702489376068,0.9909637570381165,0,1,need,v
want.v.02,200,0.08524702489376068,1.0017268657684326,0,1,need,v
fresh.s.04,200,0.09608419239521027,0.8631144762039185,0,1,new,a
new.a.01,200,0.09608418494462967,1.1120113134384155,0,1,new,a
now.r.01,200,0.1871870905160904,0.9577164053916931,0,1,now,r
now.r.03,200,0.6139326691627502,0.970333456993103,0,1,now,r
nowadays.r.01,200,0.43756985664367676,0.7333570718765259,0,1,now,r
number.n.01,200,0.3019082248210907,0.7795475721359253,0,1,number,n
number.n.02,199,0.17306587100028992,1.1203796863555908,0,1,number,n
number.n.08,200,0.10698678344488144,0.9348016977310181,0,1,number,n
phone_number.n.01,200,0.18484678864479065,1.0478129386901855,0,1,number,n
number.v.02,200,0.2964513599872589,0.8410167098045349,0,1,number,v
total.v.01,200,0.2964513599872589,1.056846261024475,0,1,number,v
one.n.01,200,0.09409233182668686,0.9812394976615906,0,1,one,n
one.n.02,200,0.09409233182668686,1.0096843242645264,0,1,one,n
alone.s.03,200,0.15376146137714386,1.0862889289855957,0,1,only,a
lone.s.03,199,0.15453411638736725,0.8783106207847595,0,1,only,a
entirely.r.02,200,0.12302228063344955,1.0845967531204224,0,1,only,r
merely.r.01,200,0.12302228063344955,0.8907194137573242,0,1,only,r
decree.n.01,200,0.13869352638721466,1.027959942817688,0,1,order,n
order.n.01,200,0.6842989325523376,1.0617140531539917,0,1,order,n
order.n.02,200,0.15784937143325806,0.808335542678833,0,1,order,n
order.n.03,200,0.2910585105419159,0.6924893260002136,0,1,order,n
order.n.07,200,0.2725451588630676,1.1281657218933105,0,1,order,n
order.n.11,200,0.3007896840572357,1.1415611505508423,0,1,order,n
order.n.12,200,0.1376781016588211,1.0198103189468384,0,1,order,n
order.n.13,200,0.16628821194171906,1.068335771560669,0,1,order,n
order.n.15,200,0.27847570180892944,0.9625256657600403,0,1,order,n
ordering.n.01,200,0.3621671199798584,0.6761971116065979,0,1,order,n
orderliness.n.02,200,0.31423574686050415,0.6528321504592896,0,1,order,n
order.v.01,200,0.2048806995153427,0.906937301158905,0,1,order,v
order.v.02,200,0.17998099327087402,1.048815131187439,0,1,order,v
order.v.06,200,0.06895347684621811,0.9991635680198669,0,1,order,v
other.a.01,200,0.1576959490776062,1.0925376415252686,0,1,other,a
other.s.02,200,0.1576959490776062,0.8698421120643616,0,1,other,a
away.r.02,200,0.09270297735929489,1.0597022771835327,0,1,out,r
out.r.01,200,0.09270297735929489,0.9272773265838623,0,1,out,r
over.r.01,200,0.08660686761140823,1.0811511278152466,0,1,over,r
over.r.03,200,0.08660687506198883,0.9033884406089783,0,1,over,r
character.n.04,200,0.1916886866092682,0.9339997172355652,0,1,part,n
function.n.03,200,0.5274379849433899,0.6945505738258362,0,1,part,n
part.n.01,200,0.4214942455291748,0.8609662055969238,0,1,part,n
part.n.02,200,0.38565897941589355,1.0329211950302124,0,1,part,n
part.n.03,200,0.4463416337966919,1.0201858282089233,0,1,part,n
part.n.04,200,0.5338867902755737,0.6222448945045471,0,1,part,n
part.n.11,200,0.18097014725208282,1.0007346868515015,0,1,part,n
region.n.01,200,0.6193131804466248,0.930449903011322,0,1,part,n
restitution.n.03,200,0.3574126958847046,1.024770975112915,0,1,return,n
return.n.02,200,0.3961922228336334,0.7915988564491272,0,1,return,n
return.n.05,200,0.6329534649848938,0.946881115436554,0,1,return,n
return.n.06,200,0.32728812098503113,0.9408944845199585,0,1,return,n
return.n.12,200,0.273773193359375,0.8490604758262634,0,1,return,n
tax_return.n.01,200,0.314531534910202,0.9241775870323181,0,1,return,n
render.v.07,200,0.16360683739185333,1.0094834566116333,0,1,return,v
return.v.01,200,0.20164969563484192,0.9942814707756042,0,1,return,v
return.v.07,200,0.48943930864334106,0.8455221652984619,0,1,return,v
revert.v.01,200,0.17781934142112732,0.9689372777938843,0,1,return,v
correct.a.01,200,0.19290196895599365,0.9196752905845642,0,1,right,a
correct.s.02,200,0.16358682513237,0.8669946193695068,0,1,right,a
right.a.01,200,0.10918251425027847,1.0159000158309937,0,1,right,a
right.a.04,200,0.13612817227840424,1.0601013898849487,0,1,right,a
right.a.07,200,0.17481392621994019,1.1687591075897217,0,1,right,a
right.s.11,200,0.17325669527053833,0.8518514037132263,0,1,right,a
right.n.01,200,0.4853317439556122,1.0145691633224487,0,1,right,n
right.n.02,200,0.37291160225868225,0.7740996479988098,0,1,right,n
right.n.04,200,0.31169554591178894,0.9380719661712646,0,1,right,n
right.n.05,200,0.37678393721580505,0.7631534337997437,0,1,right,n
right.n.07,200,0.5112471580505371,1.0168250799179077,0,1,right,n
justly.r.02,200,0.1000194326043129,0.9715104699134827,0,1,right,r
properly.r.01,200,0.13617703318595886,0.8675981760025024,0,1,right,r
right.r.02,200,0.16361714899539948,1.1330077648162842,0,1,right,r
right.r.04,200,0.11455585062503815,0.9753423929214478,0,1,right,r
like.a.02,200,0.08872666954994202,0.9492678642272949,0,1,same,a
same.a.01,200,0.09575282782316208,1.0005887746810913,0,1,same,a
same.a.02,200,0.11429408192634583,0.9564858675003052,0,1,same,a
same.s.04,200,0.1348782479763031,1.0651531219482422,0,1,same,a
second.n.01,200,0.5154911875724792,0.8824231028556824,0,1,second,n
second.n.05,200,0.5154911875724792,0.830582320690155,0,1,second,n
see.v.01,200,0.13098487257957458,1.0556453466415405,0,1,see,v
see.v.05,200,0.30859217047691345,1.018898367881775,0,1,see,v
see.v.10,200,0.3030768632888794,0.8286941647529602,0,1,see,v
see.v.11,200,0.20108042657375336,1.0758705139160156,0,1,see,v
understand.v.02,200,0.2986026108264923,0.8261837959289551,0,1,see,v
visualize.v.01,200,0.3938043415546417,0.747353196144104,0,1,see,v
watch.v.03,200,0.24943651258945465,1.0304025411605835,0,1,see,v
witness.v.02,200,0.3052193224430084,1.0276596546173096,0,1,see,v
set.n.01,200,0.10100164264440536,0.9523984789848328,0,1,set,n
set.n.02,200,0.12419801205396652,0.9117017984390259,0,1,set,n
set.n.03,200,0.39995476603507996,0.9736694097518921,0,1,set,n
set.n.07,200,0.3391493558883667,1.1306997537612915,0,1,set,n
set.n.08,200,0.13947589695453644,0.9334481954574585,0,1,set,n
set.n.13,200,0.08687734603881836,0.9371593594551086,0,1,set,n
stage_set.n.01,200,0.1361052393913269,0.9692737460136414,0,1,set,n
determine.v.03,200,0.16269740462303162,0.9354432225227356,0,1,set,v
put.v.01,200,0.13340044021606445,1.0669409036636353,0,1,set,v
set.v.04,200,0.1267865002155304,0.9712430834770203,0,1,set,v
set.v.05,200,0.1899944245815277,1.0989311933517456,0,1,set,v
set.v.08,200,0.12586462497711182,0.9751695394515991,0,1,set,v
set.v.09,200,0.22758647799491882,0.8488748669624329,0,1,set,v
state.n.01,200,0.06149480864405632,1.0324349403381348,0,1,state,n
state.n.02,200,0.08028323203325272,0.9576340913772583,0,1,state,n
state.n.04,200,0.05807841196656227,1.0017060041427612,0,1,state,n
bowed_stringed_instrument.n.01,200,0.18206359446048737,1.0338550806045532,0,1,string,n
string.n.01,200,0.22010327875614166,1.0499221086502075,0,1,string,n
string.n.03,200,0.5472394227981567,0.9829442501068115,0,1,string,n
string.n.04,200,0.2207508087158203,0.8682073354721069,0,1,string,n
string.n.05,200,0.24114930629730225,0.9640313386917114,0,1,string,n
string.n.08,200,0.20276828110218048,0.8064892888069153,0,1,string,n
report.n.01,200,0.07996054738759995,0.9783744215965271,0,1,study,n
study.n.02,200,0.16547222435474396,0.9815191030502319,0,1,study,n
survey.n.01,200,0.2151108682155609,0.9996780753135681,0,1,study,n
analyze.v.01,200,0.14956313371658325,0.9468379020690918,0,1,study,v
study.v.02,200,0.14956311881542206,1.0289604663848877,0,1,study,v
arrangement.n.03,200,0.2432214468717575,0.8768762946128845,0,1,system,n
system.n.01,200,0.17031672596931458,1.0716828107833862,0,1,system,n
system.n.02,200,0.09107052534818649,1.0405901670455933,0,1,system,n
system.n.03,200,0.1880142241716385,1.0238100290298462,0,1,system,n
system.n.06,200,0.1674424707889557,0.8897888660430908,0,1,system,n
board.n.04,200,0.1742505580186844,0.8876249194145203,0,1,table,n
table.n.01,200,0.4273588955402374,1.0991863012313843,0,1,table,n
table.n.02,200,0.2667037546634674,0.8483994603157043,0,1,table,n
postpone.v.01,200,0.3587467670440674,0.7122414112091064,0,1,table,v
table.v.02,200,0.35874679684638977,1.1114466190338135,0,1,table,v
examination.n.02,200,0.11177846044301987,1.034528374671936,0,1,test,n
test.n.02,200,0.06384538114070892,0.9815250635147095,0,1,test,n
test.n.05,200,0.07690827548503876,0.9755228757858276,0,1,test,n
trial.n.02,200,0.1012614443898201,0.9909467101097107,0,1,test,n
screen.v.01,200,0.2172096073627472,0.86634761095047,0,1,test,v
test.v.01,200,0.217209592461586,1.0747473239898682,0,1,test,v
text.n.01,200,0.1643245965242386,0.9868691563606262,0,1,text,n
textbook.n.01,200,0.16432461142539978,0.9859431982040405,0,1,text,n
then.r.01,200,0.08406443148851395,0.9887128472328186,0,1,then,r
then.r.02,200,0.18349780142307281,1.1310502290725708,0,1,then,r
then.r.03,200,0.1925515979528427,0.8156946897506714,0,1,then,r
there.r.01,200,0.10246624052524567,0.9155014157295227,0,1,there,r
there.r.02,200,0.10246624797582626,1.0681097507476807,0,1,there,r
through.r.01,200,0.1181640475988388,1.0137057304382324,0,1,through,r
through.r.03,200,0.1181640475988388,0.9718412756919861,0,1,through,r
clock_time.n.01,200,0.14457038044929504,0.9294880032539368,0,1,time,n
time.n.01,200,0.468469500541687,1.2169831991195679,0,1,time,n
time.n.02,200,0.09864713251590729,0.9076365232467651,0,1,time,n
time.n.03,200,0.22321678698062897,1.08013117313385,0,1,time,n
time.n.04,200,0.2542603611946106,0.9252517223358154,0,1,time,n
time.n.05,200,0.1855423003435135,0.878462016582489,0,1,time,n
time.n.06,200,0.285372257232666,0.7458537220954895,0,1,time,n
character.n.05,200,0.4240846037864685,0.9454091787338257,0,1,type,n
type.n.01,200,0.07508150488138199,0.9957365989685059,0,1,type,n
type.n.04,200,0.24083413183689117,0.9614080786705017,0,1,type,n
type.n.05,200,0.24718840420246124,0.9411782622337341,0,1,type,n
type.v.01,200,0.2147628664970398,1.0528812408447266,0,1,type,v
type.v.02,200,0.2147628664970398,0.8939769864082336,0,1,type,v
function.n.02,200,0.07770289480686188,0.9400444626808167,0,1,use,n
use.n.01,200,0.07770288735628128,1.0508286952972412,0,1,use,n
use.v.01,200,0.3938387930393219,1.1071654558181763,0,1,use,v
use.v.06,200,0.3938387930393219,0.6811509728431702,0,1,use,v
secondhand.s.02,200,0.2935810685157776,1.0966246128082275,0,1,used,a
used.a.01,199,0.2950563430786133,0.7891232371330261,0,1,used,a
value.n.01,200,0.10012239962816238,1.00429368019104,0,1,value,n
value.n.02,200,0.4489269256591797,0.8376157879829407,0,1,value,n
value.n.03,200,0.4314526915550232,0.7763451337814331,0,1,value,n
value.n.06,200,0.9238997101783752,0.6601366400718689,0,1,value,n
prize.v.01,200,0.1903173327445984,1.026920199394226,0,1,value,v
value.v.01,200,0.1903173327445984,0.9343411922454834,0,1,value,v
identical.s.02,200,0.06675712764263153,0.9740900993347168,0,1,very,a
very.s.01,200,0.06675713509321213,1.0208994150161743,0,1,very,a
very.r.01,200,0.11403903365135193,1.1079096794128418,0,1,very,r
very.r.02,200,0.11403902620077133,0.8640175461769104,0,1,very,r
direction.n.01,200,0.1753404438495636,0.848078727722168,0,1,way,n
manner.n.01,200,0.15493811666965485,1.0292092561721802,0,1,way,n
means.n.01,200,0.17603464424610138,1.0895065069198608,0,1,way,n
room.n.02,200,0.18291255831718445,0.7902753949165344,0,1,way,n
way.n.04,200,0.21718886494636536,0.782405436038971,0,1,way,n
way.n.05,200,0.48031577467918396,1.2944042682647705,0,1,way,n
way.n.07,200,0.24650131165981293,0.8151429295539856,0,1,way,n
good.s.13,200,0.11324016004800797,0.8776639699935913,0,1,well,a
well.a.01,200,0.22177654504776,1.163108229637146,0,1,well,a
well.s.03,200,0.1518937051296234,0.8898345828056335,0,1,well,a
well.n.01,200,0.33863431215286255,1.063559651374817,0,1,well,n
well.n.02,200,0.11509525775909424,0.9752737879753113,0,1,well,n
well.n.03,200,0.3724176585674286,0.8068872094154358,0,1,well,n
well.r.01,200,0.15601006150245667,1.0852704048156738,0,1,well,r
well.r.02,200,0.09346871078014374,1.0458321571350098,0,1,well,r
well.r.03,200,0.19294708967208862,0.8112455606460571,0,1,well,r
employment.n.02,200,0.3014414608478546,0.7366951107978821,0,1,work,n
work.n.01,200,0.23807618021965027,0.8651599287986755,0,1,work,n
work.n.02,199,0.1686435490846634,1.0837953090667725,0,1,work,n
work.n.05,200,0.3019437789916992,0.7785525918006897,0,1,work,n
workplace.n.01,200,0.6719580888748169,1.1001601219177246,0,1,work,n
function.v.01,200,0.3190014064311981,0.9531959891319275,0,1,work,v
solve.v.01,200,0.6389307975769043,0.8630428910255432,0,1,work,v
work.v.01,200,0.3764550983905792,0.8805988430976868,0,1,work,v
work.v.02,200,0.19948628544807434,0.9555474519729614,0,1,work,v
work.v.03,200,0.3311252295970917,0.9433489441871643,0,1,work,v
work.v.05,200,0.32875630259513855,0.9267738461494446,0,1,work,v
about.r.07,200,0.07286041229963303,0.9976301789283752,0,8,about,r
approximately.r.01,200,0.07286041229963303,0.9970540404319763,0,8,about,r
ahead.r.01,200,0.3729214668273926,1.0426989793777466,0,8,before,r
earlier.r.01,200,0.3729214668273926,0.7966415882110596,0,8,before,r
being.n.01,200,0.32735028862953186,0.841810941696167,0,8,being,n
organism.n.01,200,0.3273502588272095,1.0378044843673706,0,8,being,n
case.n.01,200,0.41610097885131836,1.1005125045776367,0,8,case,n
case.n.04,200,0.3630879521369934,0.8059070110321045,0,8,case,n
case.n.05,200,0.10507406294345856,0.9554703831672668,0,8,case,n
case.n.06,200,0.34550940990448,1.0302704572677612,0,8,case,n
case.n.09,200,0.20510011911392212,0.9572668671607971,0,8,case,n
lawsuit.n.01,200,0.11279341578483582,0.9357070922851562,0,8,case,n
shell.n.08,200,0.20683839917182922,0.852578341960907,0,8,case,n
subject.n.06,200,0.14054112136363983,1.0457032918930054,0,8,case,n
cell.n.01,200,0.10922155529260635,1.000593662261963,0,8,cell,n
cell.n.02,200,0.2919791340827942,1.0300949811935425,0,8,cell,n
cell.n.03,200,0.37025630474090576,0.9700138568878174,0,8,cell,n
cell.n.07,200,0.21970826387405396,0.8901368975639343,0,8,cell,n
cellular_telephone.n.01,200,0.37988874316215515,0.8818097710609436,0,8,cell,n
class.n.01,200,0.1440635472536087,0.9868419170379639,0,8,class,n
class.n.02,200,0.07457555085420609,1.0298864841461182,0,8,class,n
class.n.03,200,0.19159089028835297,0.8529016375541687,0,8,class,n
class.n.06,200,0.21245735883712769,0.8830779194831848,0,8,class,n
course.n.01,200,0.4039080739021301,1.0894522666931152,0,8,class,n
code.n.01,200,0.09651510417461395,1.0094374418258667,0,8,code,n
code.n.02,200,0.16030746698379517,1.0393098592758179,0,8,code,n
code.n.03,200,0.2165404111146927,0.9049683213233948,0,8,code,n
control.n.01,200,0.2202247530221939,0.8671721816062927,0,8,control,n
control.n.02,200,0.29062631726264954,1.0767042636871338,0,8,control,n
control.n.03,200,0.1997678279876709,0.914337158203125,0,8,control,n
control.n.05,200,0.2000790387392044,0.900796115398407,0,8,control,n
control.n.09,200,0.11006977409124374,1.0063321590423584,0,8,control,n
control_condition.n.01,200,0.272172749042511,1.062767744064331,0,8,control,n
control.v.01,200,0.1355556845664978,1.005417823791504,0,8,control,v
control.v.02,200,0.13030987977981567,1.0008189678192139,0,8,control,v
control.v.05,200,0.2784394919872284,0.9241093397140503,0,8,control,v
operate.v.03,200,0.1188526526093483,1.003248691558838,0,8,control,v
court.n.01,200,0.14804765582084656,1.0405497550964355,0,8,court,n
court.n.02,200,0.19385556876659393,0.8797584176063538,0,8,court,n
court.n.04,200,0.20273247361183167,1.0211182832717896,0,8,court,n
day.n.01,200,0.33782723546028137,1.0251812934875488,0,8,day,n
day.n.02,200,0.18812169134616852,1.0581265687942505,0,8,day,n
day.n.03,200,0.19265323877334595,1.0121102333068848,0,8,day,n
day.n.04,200,0.22161047160625458,0.8872749209403992,0,8,day,n
day.n.05,200,0.22339081764221191,0.8556289672851562,0,8,day,n
different.a.01,200,0.1301000565290451,0.9312998652458191,0,8,different,a
different.s.02,200,0.1301000416278839,1.0482501983642578,0,8,different,a
