sense,n_sense,n_lemma,chance,purity_k5,excess_k5,purity_k10,excess_k10,purity_k20,excess_k20,purity_k50,excess_k50,step,layer,word,pos,n,n_conf,share,log_share
day.n.04,200,1000,0.1991991991991992,0.359,0.19955124999999999,0.3505,0.18893687499999998,0.341,0.17707375000000003,0.3247,0.156719125,512,24,day,n,5174,2476,0.0540055320703512,-1.2675617508331418
day.n.05,200,1000,0.1991991991991992,0.512,0.39061,0.495,0.36938125,0.45825,0.3234896875,0.419,0.27447625,512,24,day,n,2544,583,0.0265539376859245,-1.5758710682372905
different.a.01,200,400,0.49874686716791977,0.76,0.5212000000000001,0.7675,0.5361625,0.75325,0.50773375,0.7349,0.4711255000000001,512,24,different,a,61575,1491,0.6355735386711533,-0.1968341924091617
different.s.02,200,400,0.49874686716791977,0.87,0.7406500000000001,0.857,0.7147150000000001,0.8475,0.6957625000000002,0.7907,0.5824465,512,24,different,a,34977,1703,0.3610305426244568,-0.4424560558999631
end.n.01,200,1399,0.14234620886981403,0.342,0.232790658882402,0.32,0.207139282735613,0.29625,0.17944745621351124,0.2555,0.13193411175979983,512,24,end,n,27856,18741,0.3335448721786505,-0.4768457316764697
end.n.02,200,1399,0.14234620886981403,0.605,0.5394412010008339,0.5785,0.5085429524603836,0.55725,0.48376605504587156,0.4732,0.3857661384487072,512,24,end,n,10960,4598,0.1312339100760342,-0.8819539313013756
end.n.06,200,1399,0.14234620886981403,0.567,0.49513427856547115,0.54,0.46365304420350295,0.47425,0.3869904086738949,0.4144,0.31720700583819844,512,24,end,n,7116,557,0.0852062503741842,-1.0695285460378385
end.n.08,200,1399,0.14234620886981403,0.518,0.4380016680567139,0.45,0.3587155963302752,0.39875,0.2989595496246872,0.345,0.23628857381150953,512,24,end,n,738,655,0.0088367359157037,-2.0537081236266874
end.n.10,200,1399,0.14234620886981403,0.35,0.24211843202668887,0.2975,0.18090492076730605,0.269,0.14767472894078398,0.2402,0.1140947456213511,512,24,end,n,1553,712,0.0185954618930731,-1.7305930297211671
goal.n.01,200,1399,0.14234620886981403,0.587,0.5184537114261885,0.564,0.49163636363636354,0.5385,0.46190408673894906,0.5019,0.4192295246038365,512,24,end,n,4176,2923,0.0500029934742261,-1.3010039954555206
end.n.05,199,1399,0.14163090128755365,0.7507537688442211,0.7096281407035175,0.7487437185929648,0.707286432160804,0.7371859296482413,0.6938216080402011,0.7189949748743718,0.6726291457286432,512,24,end,n,21672,6658,0.2594982937196911,-0.5858654934246139
end.v.01,200,400,0.49874686716791977,0.678,0.35761000000000015,0.659,0.31970500000000013,0.6385,0.2788075,0.5923,0.18663850000000015,512,24,end,v,37335,31686,0.7773914129846333,-0.10936026086707096
end.v.02,200,400,0.49874686716791977,0.706,0.41347,0.6895,0.38055250000000007,0.6625,0.3266875,0.6412,0.28419400000000006,512,24,end,v,9076,4730,0.1889809686419856,-0.723581929318447
example.n.01,200,400,0.49874686716791977,0.865,0.7306750000000001,0.8445,0.6897775000000002,0.833,0.6668350000000001,0.7837,0.5684815,512,24,example,n,92733,82124,0.985012321549966,-0.006558336865140006
exemplar.n.01,200,400,0.49874686716791977,0.909,0.8184550000000002,0.884,0.7685800000000002,0.86025,0.72119875,0.8264,0.6536680000000001,512,24,example,n,867,278,0.0092092963970088,-2.0357735492352087
file.n.01,200,800,0.2490613266583229,0.46,0.28090000000000004,0.4125,0.21764583333333332,0.373,0.16504500000000003,0.3437,0.1260271666666667,512,24,file,n,79904,63733,0.9502426029873466,-0.022165502408132923
file.n.02,200,800,0.2490613266583229,0.664,0.55256,0.6375,0.5172708333333332,0.621,0.49529833333333334,0.5641,0.4195265,512,24,file,n,2290,235,0.0272333745599847,-1.5648985407395
file.n.03,200,800,0.2490613266583229,0.35,0.13441666666666666,0.307,0.077155,0.28275,0.044862083333333344,0.2789,0.039735166666666655,512,24,file,n,1580,256,0.0187898392160593,-1.7260769361249655
file.n.04,200,800,0.2490613266583229,0.42,0.22763333333333333,0.404,0.2063266666666667,0.38575,0.18202374999999998,0.3506,0.1352156666666667,512,24,file,n,314,260,0.0037341832366092,-2.4278043750061795
file.v.01,200,400,0.49874686716791977,0.855,0.710725,0.8375,0.6758125000000001,0.81225,0.6254387500000002,0.7811,0.5632945000000001,512,24,file,v,64196,61398,0.9553118349975446,-0.019854841910595545
file.v.05,200,400,0.49874686716791977,0.839,0.678805,0.8225,0.6458875000000001,0.8105,0.6219475000000001,0.7745,0.5501275,512,24,file,v,1954,1287,0.0290778136579413,-1.536438250907481
detect.v.01,200,1400,0.14224446032880628,0.726,0.6805616666666666,0.7225,0.6764812499999999,0.729,0.6840591666666666,0.7085,0.6601595833333332,512,24,find,v,21555,3619,0.2246997748311233,-0.648397362781804
determine.v.01,200,1400,0.14224446032880628,0.776,0.7388533333333334,0.776,0.7388533333333334,0.76575,0.7269035416666666,0.7414,0.6985154999999998,512,24,find,v,20553,5638,0.2142544408306229,-0.6690701677326653
find.v.01,200,1400,0.14224446032880628,0.433,0.3389725,0.4025,0.3034145833333334,0.355,0.24803749999999997,0.3029,0.18729758333333332,512,24,find,v,16272,2448,0.1696272204153114,-0.7705044543930417
find.v.03,200,1400,0.14224446032880628,0.243,0.11746416666666666,0.2465,0.12154458333333333,0.243,0.11746416666666666,0.2332,0.106039,512,24,find,v,9279,2426,0.096728796597448,-1.01444421524887
find.v.05,200,1400,0.14224446032880628,0.417,0.32031916666666665,0.385,0.2830125,0.34525,0.236670625,0.3028,0.18718100000000001,512,24,find,v,4509,3402,0.0470040030022516,-1.3278651546651412
line_up.v.02,200,1400,0.14224446032880628,0.375,0.2713541666666667,0.3585,0.25211791666666666,0.3425,0.23346458333333336,0.3144,0.20070466666666667,512,24,find,v,4356,1105,0.0454090567925944,-1.3428575188879739
rule.v.04,200,1400,0.14224446032880628,0.633,0.5721391666666666,0.5965,0.52958625,0.554,0.48003833333333334,0.4842,0.3986631666666667,512,24,find,v,10064,7271,0.104912017346343,-0.9791747618705176
first.a.01,200,600,0.332220367278798,0.652,0.47887,0.617,0.4264575,0.5735,0.36131625,0.5269,0.29153275000000006,512,24,first,a,35019,5695,0.3736794929252833,-0.4275007350477753
first.s.02,200,600,0.332220367278798,0.615,0.42346249999999996,0.597,0.39650749999999996,0.59725,0.39688187499999994,0.5249,0.28853775000000004,512,24,first,a,57704,17382,0.615745779712743,-0.21059855610883296
first.s.05,200,600,0.332220367278798,0.677,0.5163075,0.641,0.4623975,0.59825,0.3983793749999999,0.5444,0.317739,512,24,first,a,979,274,0.010446678191092,-1.9810217834877066
first.r.01,200,800,0.2490613266583229,0.565,0.4207249999999999,0.574,0.43270999999999993,0.542,0.3900966666666667,0.5234,0.3653276666666666,512,24,first,r,58228,51385,0.6296348360168255,-0.20091125162843124
first.r.02,200,800,0.2490613266583229,0.604,0.47265999999999997,0.5905,0.45468250000000004,0.5525,0.40407916666666666,0.4661,0.2890231666666667,512,24,first,r,29014,24609,0.3137360914369749,-0.5034355182473611
first.r.03,200,800,0.2490613266583229,0.429,0.23961833333333335,0.4,0.20100000000000004,0.37575,0.1687070833333333,0.3176,0.09127066666666667,512,24,first,r,4658,944,0.0503681916975745,-1.2978436407615517
foremost.r.01,200,800,0.2490613266583229,0.65,0.5339166666666667,0.623,0.49796166666666664,0.57925,0.43970125000000004,0.5323,0.3771795,512,24,first,r,579,202,0.006260880848625,-2.203364561232783
following.s.02,200,399,0.5,0.606,0.21199999999999997,0.622,0.244,0.61975,0.23950000000000005,0.6586,0.3171999999999999,512,24,following,a,3758,3552,0.1680905309299101,-0.7744567510502248
following.s.01,199,399,0.49748743718592964,0.671356783919598,0.34600000000000003,0.6623115577889447,0.32799999999999996,0.6276381909547739,0.2590000000000001,0.5863316582914573,0.1768,512,24,following,a,18580,17222,0.8310596233841749,-0.08036781715710872
following.n.01,200,400,0.49874686716791977,0.83,0.66085,0.8125,0.6259375,0.7825,0.5660875000000001,0.739,0.47930500000000004,512,24,following,n,1007,671,0.096557675711957,-1.0152131969042917
pursuit.n.01,200,400,0.49874686716791977,0.845,0.690775,0.8475,0.6957625000000002,0.83425,0.6693287500000001,0.7836,0.5682820000000001,512,24,following,n,9422,3128,0.9034423242880428,-0.04409956755569474
establish.v.01,200,400,0.49874686716791977,0.845,0.690775,0.804,0.6089800000000002,0.795,0.5910250000000001,0.7315,0.46434250000000016,512,24,found,v,12699,10661,0.8527969914713586,-0.06915434043487201
establish.v.08,200,400,0.49874686716791977,0.823,0.646885,0.794,0.5890300000000002,0.7555,0.5122225,0.696,0.39352,512,24,found,v,939,314,0.0630582230877711,-1.2002582713624341
function.n.01,200,800,0.2490613266583229,0.595,0.46067499999999995,0.569,0.4260516666666666,0.5475,0.3974208333333333,0.5058,0.34189033333333335,512,24,function,n,29394,24970,0.3839642605219844,-0.4157091979773552
function.n.02,200,800,0.2490613266583229,0.551,0.4020816666666667,0.5225,0.3641291666666666,0.5035,0.3388274999999999,0.4563,0.27597283333333333,512,24,function,n,22740,13364,0.2970452229798573,-0.5271774274656135
function.n.03,200,800,0.2490613266583229,0.726,0.6351233333333333,0.688,0.5845199999999999,0.63225,0.5102795833333333,0.5522,0.40367966666666666,512,24,function,n,1427,402,0.0186404368158424,-1.7295439147026825
routine.n.03,200,800,0.2490613266583229,0.736,0.64844,0.7065,0.6091558333333333,0.684,0.5791933333333333,0.6603,0.5476328333333333,512,24,function,n,22374,16160,0.292264284034799,-0.5342242540723785
function.v.01,200,400,0.49874686716791977,0.741,0.4832950000000001,0.7375,0.4763125000000002,0.72625,0.45386875,0.6803,0.3621985000000001,512,24,function,v,11976,7101,0.839301983320485,-0.07608175062200138
serve.v.01,200,400,0.49874686716791977,0.733,0.46733500000000006,0.716,0.43342,0.69325,0.3880337500000001,0.6288,0.25945600000000013,512,24,function,v,2153,368,0.1508865372485808,-0.8213495081335103
arrive.v.01,200,1200,0.16597164303586323,0.269,0.123531,0.249,0.09955099999999999,0.238,0.08636199999999997,0.2131,0.0565069,512,24,get,v,5087,3213,0.0541590809884271,-1.2663287136922103
become.v.01,200,1200,0.16597164303586323,0.24,0.08875999999999998,0.2335,0.0809665,0.2385,0.08696149999999997,0.2191,0.06370089999999998,512,24,get,v,26028,19761,0.2771088185505765,-0.5573496532617463
bring.v.04,200,1200,0.16597164303586323,0.3,0.16069999999999998,0.2745,0.1301255,0.25625,0.10824374999999996,0.2341,0.08168589999999999,512,24,get,v,736,226,0.0078358725393124,-2.105912636986068
catch.v.18,200,1200,0.16597164303586323,0.605,0.526395,0.571,0.485629,0.5315,0.4382685,0.4858,0.38347420000000004,512,24,get,v,525,211,0.0055894471238302,-2.252631147917608
get.v.01,200,1200,0.16597164303586323,0.321,0.185879,0.2955,0.15530449999999996,0.279,0.135521,0.234,0.081566,512,24,get,v,44654,32291,0.4754117559381222,-0.3229300832811013
get.v.03,200,1200,0.16597164303586323,0.201,0.041999,0.2095,0.05219049999999997,0.2105,0.05338949999999998,0.2019,0.04307809999999998,512,24,get,v,13119,8084,0.1396722987000543,-0.854889719259045
full.s.06,200,400,0.49874686716791977,0.745,0.4912750000000001,0.7325,0.4663375000000002,0.70775,0.41696125000000006,0.7018,0.40509100000000003,512,24,good,a,2393,1280,0.0245156795852926,-1.6105560634191567
good.a.01,200,400,0.49874686716791977,0.685,0.37157500000000016,0.6875,0.3765625000000001,0.691,0.38354499999999997,0.6774,0.3564130000000001,512,24,good,a,88797,42893,0.9097027998893568,-0.04110046861271262
commodity.n.01,200,800,0.2490613266583229,0.794,0.7256766666666667,0.7915,0.7223474999999999,0.79275,0.7240120833333332,0.7926,0.7238123333333333,512,24,good,n,10321,9747,0.6840988930867634,-0.16488111228952657
good.n.01,200,800,0.2490613266583229,0.598,0.46466999999999997,0.5535,0.40541083333333333,0.526,0.36879,0.4847,0.3137921666666667,512,24,good,n,2312,554,0.1532445151454895,-0.8146150605920981
good.n.02,200,800,0.2490613266583229,0.61,0.48064999999999997,0.591,0.4553483333333333,0.564,0.41939333333333323,0.5204,0.36133266666666664,512,24,good,n,930,309,0.0616424736528136,-1.210119941786655
good.n.03,200,800,0.2490613266583229,0.393,0.19167833333333337,0.355,0.14107499999999998,0.3195,0.09380083333333336,0.2803,0.041599500000000005,512,24,good,n,1524,478,0.1010141181149333,-0.9956179233370082
group.n.01,200,400,0.49874686716791977,0.696,0.39352,0.6715,0.3446425,0.63625,0.27431875000000006,0.5817,0.16549150000000004,512,24,group,n,87067,85869,0.952176290463692,-0.021282636817593573
group.n.02,200,400,0.49874686716791977,0.723,0.44738500000000003,0.685,0.37157500000000016,0.65175,0.3052412500000002,0.6092,0.220354,512,24,group,n,4345,3899,0.0475174978127734,-1.32314643660254
here.r.01,200,400,0.49874686716791977,0.709,0.419455,0.694,0.38953,0.6755,0.35262250000000006,0.6142,0.230329,512,24,here,r,42444,28732,0.4551440152701224,-0.3418511634727207
here.r.02,200,400,0.49874686716791977,0.694,0.38953,0.6815,0.36459250000000004,0.657,0.31571500000000013,0.6295,0.2608525,512,24,here,r,50463,35919,0.541134964720012,-0.26669440379727766
eminent.s.01,200,600,0.332220367278798,0.587,0.38153249999999994,0.571,0.3575724999999999,0.56225,0.344469375,0.5152,0.274012,512,24,high,a,2419,817,0.0250033592772902,-1.6020016386247202
high.a.01,200,600,0.332220367278798,0.563,0.3455924999999999,0.5405,0.31189874999999995,0.52475,0.28831312500000006,0.4947,0.24331324999999995,512,24,high,a,88591,77988,0.9156976443714016,-0.03824790303263164
high.a.02,200,600,0.332220367278798,0.468,0.20333000000000004,0.4585,0.18910375000000001,0.429,0.1449275,0.4143,0.12291425,512,24,high,a,5039,3248,0.0520843023556285,-1.283293148630831
high.r.01,200,400,0.49874686716791977,0.61,0.22195000000000004,0.5925,0.1870375000000001,0.589,0.180055,0.5739,0.1499305,512,24,high,r,591,365,0.1666666666666666,-0.7781512503836439
high.r.02,200,400,0.49874686716791977,0.588,0.17806,0.58,0.1621,0.57775,0.15761125000000004,0.556,0.11422000000000015,512,24,high,r,2952,2677,0.8324873096446701,-0.07962237811389501
however.r.01,200,400,0.49874686716791977,0.768,0.5371600000000001,0.7575,0.5162125,0.7305,0.46234750000000013,0.6094,0.22075300000000017,512,24,however,r,97324,93281,0.9899604316912656,-0.004382163626249753
however.r.03,200,400,0.49874686716791977,0.741,0.4832950000000001,0.7465,0.4942675000000002,0.724,0.44938000000000006,0.7237,0.4487815000000001,512,24,however,r,641,326,0.0065201249097252,-2.185744084163055
information.n.01,200,600,0.332220367278798,0.465,0.19883750000000003,0.4415,0.16364625,0.416,0.12545999999999996,0.3849,0.07888775000000002,512,24,information,n,81379,51663,0.8490599503369989,-0.07106164405363498
information.n.02,200,600,0.332220367278798,0.548,0.3231300000000001,0.5445,0.31788875,0.51975,0.2808256250000001,0.4847,0.22833825000000002,512,24,information,n,13906,1284,0.1450869102518623,-0.8383717678642607
information.n.03,200,600,0.332220367278798,0.753,0.6301175,0.718,0.5777049999999999,0.65175,0.4784956250000001,0.581,0.3725474999999999,512,24,information,n,511,378,0.0053314692318928,-2.273153092779147
just.r.03,200,800,0.2490613266583229,0.417,0.22363833333333333,0.42,0.22763333333333333,0.37975,0.17403375,0.3266,0.10325566666666668,512,24,just,r,11003,9062,0.1134318202905124,-0.9452650985465433
just.r.04,200,800,0.2490613266583229,0.493,0.324845,0.4645,0.28689250000000005,0.44475,0.26059208333333334,0.4202,0.2278996666666667,512,24,just,r,4949,1157,0.0510200925763651,-1.2922587576947109
merely.r.01,200,800,0.2490613266583229,0.302,0.07049666666666667,0.2805,0.04186583333333338,0.26725,0.024221249999999996,0.2469,-0.002878166666666645,512,24,just,r,67738,60635,0.6983226977041473,-0.15594384178046206
precisely.r.01,200,800,0.2490613266583229,0.44,0.2542666666666667,0.403,0.20499500000000004,0.37075,0.16204875000000005,0.3526,0.13787900000000006,512,24,just,r,13009,8640,0.1341120194637168,-0.8725322978169594
acknowledge.v.06,200,1000,0.1991991991991992,0.638,0.5479525000000001,0.628,0.5354650000000001,0.63175,0.5401478125000001,0.6169,0.521603875,512,24,know,v,7679,1282,0.0792556430554552,-1.1009698059481194
know.v.01,200,1000,0.1991991991991992,0.35,0.18831249999999997,0.319,0.14960125000000002,0.30325,0.12993343750000003,0.2766,0.09665425000000001,512,24,know,v,60944,35020,0.6290084529719576,-0.20134351822021637
know.v.02,200,1000,0.1991991991991992,0.367,0.20954125,0.336,0.17083000000000004,0.311,0.13961125,0.2701,0.088537375,512,24,know,v,15948,5159,0.1646007286688891,-0.7835682465467306
know.v.03,200,1000,0.1991991991991992,0.579,0.47427624999999995,0.5435,0.429945625,0.54025,0.42588718750000004,0.5058,0.38286775000000006,512,24,know,v,4551,792,0.0469712764090866,-1.3281676380306953
know.v.04,200,1000,0.1991991991991992,0.332,0.16583500000000004,0.295,0.11963124999999998,0.2675,0.08529062500000002,0.2433,0.055070874999999984,512,24,know,v,7466,4264,0.077057251081134,-1.113186487946802
left.a.01,200,600,0.332220367278798,0.639,0.4594025,0.6025,0.40474375000000007,0.56575,0.34971062499999994,0.5126,0.27011849999999993,512,24,left,a,29764,27431,0.8915915286223527,-0.04983406658260795
left.a.04,200,600,0.332220367278798,0.496,0.24525999999999998,0.4605,0.19209875,0.44425,0.16776437499999997,0.4125,0.12021874999999996,512,24,left,a,2137,1780,0.0640146182188539,-1.1937208402840547
leftover.s.01,200,600,0.332220367278798,0.652,0.47887,0.6335,0.45116624999999994,0.615,0.42346249999999996,0.5837,0.37659075,512,24,left,a,685,463,0.0205194260551777,-1.6878347909557
left.n.01,200,400,0.49874686716791977,0.719,0.43940500000000005,0.6915,0.38454250000000006,0.6525,0.3067375,0.5901,0.18224949999999998,512,24,left,n,5461,5162,0.8049823113207547,-0.09421366271311402
left.n.02,200,400,0.49874686716791977,0.647,0.2957650000000001,0.6375,0.27681249999999996,0.608,0.21796000000000004,0.5971,0.1962145,512,24,left,n,1015,962,0.1496167452830188,-0.825019796999426
alike.a.01,200,400,0.49874686716791977,0.691,0.38354499999999997,0.666,0.33367000000000013,0.633,0.2678350000000001,0.5888,0.17965600000000004,512,24,like,a,11747,1078,0.3144271948608137,-0.5024798988055834
like.a.01,200,400,0.49874686716791977,0.647,0.2957650000000001,0.642,0.2857900000000001,0.63175,0.26534125000000014,0.617,0.23591500000000004,512,24,like,a,25476,11770,0.6819057815845825,-0.16627562734443208
like.n.01,200,400,0.49874686716791977,0.742,0.48529000000000005,0.733,0.46733500000000006,0.72925,0.45985375,0.7197,0.44080150000000007,512,24,like,n,1272,757,0.4453781512605042,-0.35127109179174176
like.n.02,200,400,0.49874686716791977,0.705,0.411475,0.7145,0.43042750000000013,0.71775,0.4369112500000001,0.7134,0.42823300000000014,512,24,like,n,1584,1033,0.5546218487394958,-0.25600302585066204
like.v.02,200,800,0.2490613266583229,0.415,0.22097499999999998,0.3935,0.1923441666666667,0.368,0.15838666666666668,0.3382,0.11870300000000002,512,24,like,v,32185,19343,0.4319612395817955,-0.36455522121972317
like.v.03,200,800,0.2490613266583229,0.474,0.29954333333333333,0.463,0.28489500000000006,0.459,0.27956833333333336,0.423,0.23162833333333332,512,24,like,v,4746,2556,0.0636970030466118,-1.195881000803391
like.v.05,200,800,0.2490613266583229,0.494,0.32617666666666667,0.4915,0.3228475,0.459,0.27956833333333336,0.4295,0.2402841666666667,512,24,like,v,1763,431,0.0236615710853722,-1.6259564223853897
wish.v.02,200,800,0.2490613266583229,0.462,0.2835633333333334,0.4465,0.2629225,0.40375,0.20599375,0.3605,0.14839916666666667,512,24,like,v,35761,32031,0.4799554416245017,-0.3187990800303595
gain.v.08,200,1200,0.16597164303586323,0.328,0.194272,0.292,0.15110799999999996,0.27175,0.12682824999999998,0.2546,0.10626539999999998,512,24,make,v,1414,1152,0.0145848375451263,-1.8360984039538453
induce.v.02,200,1200,0.16597164303586323,0.204,0.04559599999999997,0.2115,0.05458849999999998,0.20475,0.04649524999999997,0.1951,0.03492489999999998,512,24,make,v,2416,694,0.0249200618875709,-1.6034508834656303
make.v.01,200,1200,0.16597164303586323,0.263,0.116337,0.244,0.09355599999999997,0.22025,0.06507974999999999,0.2009,0.04187909999999998,512,24,make,v,31569,23391,0.3256214543579164,-0.48728698829666994
make.v.02,200,1200,0.16597164303586323,0.284,0.14151599999999995,0.264,0.117536,0.23925,0.08786074999999997,0.2176,0.06190239999999997,512,24,make,v,33159,24690,0.3420216606498195,-0.4659463886725107
make.v.03,200,1200,0.16597164303586323,0.294,0.15350599999999998,0.2815,0.13851849999999996,0.2535,0.10494649999999998,0.2162,0.06022379999999999,512,24,make,v,18153,4425,0.1872408457968024,-0.727599405762634
produce.v.02,200,1200,0.16597164303586323,0.389,0.267411,0.3805,0.2572195,0.3585,0.23084149999999998,0.3396,0.2081804,512,24,make,v,4866,1640,0.0501908200103145,-1.2993757088199254
mannequin.n.01,200,1000,0.1991991991991992,0.445,0.30694375,0.401,0.25199875000000005,0.3715,0.215160625,0.3218,0.15309774999999998,512,24,model,n,646,256,0.006832363828662,-2.1654290151859796
model.n.01,200,1000,0.1991991991991992,0.421,0.27697375,0.385,0.23201875000000002,0.36675,0.20922906250000003,0.3327,0.16670912499999999,512,24,model,n,66549,59213,0.7038498149127446,-0.15251999925683873
model.n.02,200,1000,0.1991991991991992,0.271,0.08966125000000003,0.252,0.065935,0.24475,0.05688156249999999,0.2301,0.03858737499999999,512,24,model,n,10464,6737,0.1106716023268112,-0.9559638022008665
model.n.03,200,1000,0.1991991991991992,0.346,0.18331749999999997,0.3275,0.16021562500000003,0.2975,0.12275312499999999,0.2582,0.07367724999999997,512,24,model,n,1185,470,0.0125330512956107,-1.901943182834939
model.n.04,200,1000,0.1991991991991992,0.393,0.24200875000000002,0.361,0.20204875,0.32275,0.15428406249999999,0.2984,0.123877,512,24,model,n,12643,2095,0.1337176097303014,-0.8738113952429332
more.a.01,200,400,0.49874686716791977,0.617,0.23591500000000004,0.5945,0.19102750000000013,0.567,0.13616499999999995,0.5376,0.077512,512,24,more,a,58135,38139,0.5986325208777403,-0.22283969368676115
more.a.02,200,400,0.49874686716791977,0.598,0.19801000000000002,0.5725,0.1471375000000001,0.549,0.10025500000000015,0.5469,0.09606550000000016,512,24,more,a,38978,25830,0.4013674791222596,-0.3964578192175395
more.r.01,200,400,0.49874686716791977,0.655,0.31172500000000014,0.6535,0.3087325,0.628,0.2578600000000001,0.5811,0.16429449999999995,512,24,more,r,93751,89883,0.9592367115158336,-0.018074208450021664
more.r.02,200,400,0.49874686716791977,0.645,0.2917750000000001,0.6055,0.21297250000000015,0.57025,0.14264875000000013,0.5401,0.08249950000000011,512,24,more,r,3984,1187,0.0407632884841663,-1.389730787547885
most.a.01,200,400,0.49874686716791977,0.623,0.24788500000000008,0.6105,0.22294750000000016,0.62675,0.25536625000000013,0.5929,0.18783550000000004,512,24,most,a,72720,55697,0.7430112800392349,-0.1290045929398162
most.a.02,200,400,0.49874686716791977,0.727,0.455365,0.6885,0.3785575000000001,0.671,0.34364500000000014,0.6594,0.32050300000000004,512,24,most,a,25152,11282,0.256988719960765,-0.5900859387944135
most.r.01,200,400,0.49874686716791977,0.882,0.7645900000000001,0.8745,0.7496275000000002,0.87525,0.7511237500000001,0.8213,0.6434935000000002,512,24,most,r,73314,62962,0.7550127184536009,-0.12204573246658153
most.r.02,200,400,0.49874686716791977,0.896,0.7925200000000001,0.8945,0.7895275,0.86575,0.7321712500000002,0.8133,0.6275335000000002,512,24,most,r,22496,11726,0.23167152405178,-0.6351273443161556
much.r.01,200,600,0.332220367278798,0.723,0.5851925,0.707,0.5612324999999999,0.7,0.55075,0.6904,0.536374,512,24,much,r,83656,59051,0.874175783984869,-0.058401228305541085
much.r.02,200,600,0.332220367278798,0.8,0.7005,0.781,0.6720475,0.75675,0.635733125,0.7512,0.6274219999999999,512,24,much,r,9028,3671,0.0943394254783326,-1.025306772910644
much.r.05,200,600,0.332220367278798,0.655,0.48336250000000003,0.6275,0.4421812499999999,0.58175,0.373670625,0.5087,0.26427825000000005,512,24,much,r,1754,358,0.0183286832398089,-1.7368687342863482
name.n.01,200,600,0.332220367278798,0.605,0.40848749999999995,0.603,0.4054925,0.57975,0.37067562499999995,0.5424,0.31474399999999997,512,24,name,n,72233,70818,0.9697266673826656,-0.013350661172467549
name.n.02,200,600,0.332220367278798,0.719,0.5792025,0.698,0.5477549999999999,0.683,0.5252925,0.6466,0.4707834999999999,512,24,name,n,575,383,0.0077193641928901,-2.112418468950627
name.n.04,200,600,0.332220367278798,0.682,0.5237950000000001,0.675,0.5133125000000001,0.65225,0.479244375,0.6252,0.438737,512,24,name,n,636,436,0.0085382880463967,-2.068629197991844
need.n.01,200,400,0.49874686716791977,0.884,0.7685800000000002,0.866,0.73267,0.8615,0.7236925000000002,0.8551,0.7109245000000001,512,24,need,n,55529,39360,0.8072366221343529,-0.09299914356242324
need.n.02,200,400,0.49874686716791977,0.847,0.6947650000000001,0.838,0.67681,0.8415,0.6837925000000001,0.8207,0.6422965,512,24,need,n,12761,3005,0.1855093110817136,-0.731634287397048
necessitate.v.01,200,400,0.49874686716791977,0.707,0.41546500000000003,0.666,0.33367000000000013,0.6625,0.3266875,0.6192,0.24030400000000002,512,24,need,v,73244,48536,0.7754462489677515,-0.11044830047543756
want.v.02,200,400,0.49874686716791977,0.725,0.451375,0.6995,0.4005025000000001,0.66625,0.33416875000000007,0.6343,0.2704285,512,24,need,v,21203,6333,0.2244796408833929,-0.6488230410880138
fresh.s.04,200,400,0.49874686716791977,0.76,0.5212000000000001,0.7415,0.4842925000000002,0.70625,0.41396875000000016,0.6593,0.3203035000000001,512,24,new,a,28649,1250,0.3267263500028511,-0.4858158388965653
new.a.01,200,400,0.49874686716791977,0.634,0.26983000000000007,0.6275,0.25686249999999994,0.6055,0.21297250000000015,0.5676,0.13736200000000004,512,24,new,a,56802,25317,0.6477960882705138,-0.18856167881373903
now.r.01,200,600,0.332220367278798,0.538,0.30815500000000007,0.4955,0.24451124999999999,0.4545,0.18311375000000002,0.4213,0.13339675,512,24,now,r,33631,1289,0.3561775857321387,-0.44833341417972217
now.r.03,200,600,0.332220367278798,0.632,0.44892,0.6845,0.52753875,0.6585,0.48860374999999995,0.6839,0.5266402499999999,512,24,now,r,4260,1742,0.0451166041812289,-1.345663596100384
nowadays.r.01,200,600,0.332220367278798,0.722,0.583695,0.6765,0.51555875,0.66025,0.491224375,0.6321,0.44906975,512,24,now,r,53734,12751,0.5690834763084874,-0.2448240242181124
number.n.01,200,799,0.24937343358395989,0.677,0.5696928213689483,0.6695,0.5597011686143573,0.64525,0.5273948247078464,0.6066,0.4759045075125209,512,24,number,n,56395,31065,0.6222759221865448,-0.20601700291047034
number.n.08,200,799,0.24937343358395989,0.502,0.33655425709515857,0.4725,0.29725375626043404,0.46825,0.2915918196994992,0.4184,0.2251806343906511,512,24,number,n,3575,2483,0.0394474052986416,-1.4039815577661394
phone_number.n.01,200,799,0.24937343358395989,0.438,0.25129215358931556,0.419,0.22597996661101835,0.40075,0.20166694490818032,0.374,0.16603005008347246,512,24,number,n,2871,2551,0.0316793008706014,-1.499224411406733
number.n.02,199,799,0.24812030075187969,0.4994974874371859,0.3343316582914573,0.4819095477386935,0.3109396984924624,0.4419597989949749,0.25780653266331666,0.3701507537688442,0.16230050251256284,512,24,number,n,26486,19217,0.2922528606265241,-0.5342412291884183
number.v.02,200,400,0.49874686716791977,0.758,0.5172100000000001,0.7425,0.4862875000000002,0.71575,0.4329212500000001,0.6681,0.33785950000000015,512,24,number,v,1349,875,0.6360207449316361,-0.19652871884465756
total.v.01,200,400,0.49874686716791977,0.836,0.67282,0.8105,0.6219475000000001,0.781,0.5630950000000001,0.7291,0.45955450000000003,512,24,number,v,549,414,0.2588401697312588,-0.58696832406647
