sense,n_sense,n_lemma,chance,purity_k5,excess_k5,purity_k10,excess_k10,purity_k20,excess_k20,purity_k50,excess_k50,step,layer,word,pos,n,n_conf,share,log_share
know.v.04,200,1000,0.1991991991991992,0.393,0.24200875000000002,0.352,0.19080999999999998,0.31425,0.14366968749999998,0.2681,0.086039875,20000,1,know,v,7466,4264,0.077057251081134,-1.113186487946802
left.a.01,200,600,0.332220367278798,0.695,0.5432624999999999,0.6685,0.50357875,0.6435,0.46614124999999995,0.5712,0.3578720000000001,20000,1,left,a,29764,27431,0.8915915286223527,-0.04983406658260795
left.a.04,200,600,0.332220367278798,0.653,0.48036750000000006,0.6425,0.4646437499999999,0.621,0.4324475,0.5437,0.3166907499999999,20000,1,left,a,2137,1780,0.0640146182188539,-1.1937208402840547
leftover.s.01,200,600,0.332220367278798,0.719,0.5792025,0.6765,0.51555875,0.64225,0.464269375,0.5826,0.3749435,20000,1,left,a,685,463,0.0205194260551777,-1.6878347909557
left.n.01,200,400,0.49874686716791977,0.872,0.7446400000000001,0.8245,0.6498775000000001,0.783,0.5670850000000002,0.7236,0.44858200000000015,20000,1,left,n,5461,5162,0.8049823113207547,-0.09421366271311402
left.n.02,200,400,0.49874686716791977,0.824,0.64888,0.82,0.6409,0.77925,0.5596037500000001,0.7271,0.45556450000000004,20000,1,left,n,1015,962,0.1496167452830188,-0.825019796999426
alike.a.01,200,400,0.49874686716791977,0.73,0.46135000000000004,0.7,0.40149999999999997,0.67075,0.34314625,0.6026,0.20718700000000012,20000,1,like,a,11747,1078,0.3144271948608137,-0.5024798988055834
like.a.01,200,400,0.49874686716791977,0.67,0.3416500000000002,0.6695,0.3406525,0.651,0.3037450000000001,0.6052,0.21237399999999998,20000,1,like,a,25476,11770,0.6819057815845825,-0.16627562734443208
like.n.01,200,400,0.49874686716791977,0.758,0.5172100000000001,0.7655,0.5321725,0.7545,0.5102275,0.7461,0.49346950000000006,20000,1,like,n,1272,757,0.4453781512605042,-0.35127109179174176
like.n.02,200,400,0.49874686716791977,0.711,0.423445,0.7075,0.4164625000000001,0.6875,0.3765625000000001,0.6756,0.352822,20000,1,like,n,1584,1033,0.5546218487394958,-0.25600302585066204
like.v.02,200,800,0.2490613266583229,0.441,0.25559833333333337,0.4125,0.21764583333333332,0.40775,0.21132041666666668,0.3591,0.1465348333333333,20000,1,like,v,32185,19343,0.4319612395817955,-0.36455522121972317
like.v.03,200,800,0.2490613266583229,0.472,0.29688,0.4725,0.29754583333333334,0.4585,0.27890250000000005,0.4365,0.24960583333333336,20000,1,like,v,4746,2556,0.0636970030466118,-1.195881000803391
like.v.05,200,800,0.2490613266583229,0.519,0.35946833333333333,0.5035,0.3388274999999999,0.4835,0.31219416666666666,0.4541,0.27304316666666667,20000,1,like,v,1763,431,0.0236615710853722,-1.6259564223853897
wish.v.02,200,800,0.2490613266583229,0.525,0.36745833333333333,0.5225,0.3641291666666666,0.4815,0.3095308333333333,0.445,0.260925,20000,1,like,v,35761,32031,0.4799554416245017,-0.3187990800303595
gain.v.08,200,1200,0.16597164303586323,0.393,0.272207,0.3425,0.21165750000000003,0.31625,0.18018374999999995,0.2881,0.1464319,20000,1,make,v,1414,1152,0.0145848375451263,-1.8360984039538453
induce.v.02,200,1200,0.16597164303586323,0.28,0.13672,0.269,0.123531,0.24975,0.10045024999999998,0.2233,0.06873669999999998,20000,1,make,v,2416,694,0.0249200618875709,-1.6034508834656303
make.v.01,200,1200,0.16597164303586323,0.371,0.24582899999999996,0.332,0.199068,0.3145,0.17808549999999998,0.276,0.131924,20000,1,make,v,31569,23391,0.3256214543579164,-0.48728698829666994
make.v.02,200,1200,0.16597164303586323,0.254,0.10554599999999999,0.25,0.10074999999999998,0.24025,0.08905974999999998,0.2283,0.07473169999999998,20000,1,make,v,33159,24690,0.3420216606498195,-0.4659463886725107
make.v.03,200,1200,0.16597164303586323,0.287,0.14511299999999996,0.2735,0.1289265,0.246,0.09595399999999998,0.2049,0.04667509999999998,20000,1,make,v,18153,4425,0.1872408457968024,-0.727599405762634
produce.v.02,200,1200,0.16597164303586323,0.439,0.32736099999999996,0.4295,0.3159705,0.387,0.265013,0.35,0.22064999999999996,20000,1,make,v,4866,1640,0.0501908200103145,-1.2993757088199254
mannequin.n.01,200,1000,0.1991991991991992,0.559,0.4493012500000001,0.536,0.42058000000000006,0.4995,0.37500062500000003,0.4522,0.31593475,20000,1,model,n,646,256,0.006832363828662,-2.1654290151859796
model.n.01,200,1000,0.1991991991991992,0.631,0.53921125,0.587,0.48426625,0.54825,0.43587718750000004,0.4831,0.354521125,20000,1,model,n,66549,59213,0.7038498149127446,-0.15251999925683873
model.n.02,200,1000,0.1991991991991992,0.363,0.20454624999999999,0.3275,0.16021562500000003,0.31,0.1383625,0.2837,0.10552037500000001,20000,1,model,n,10464,6737,0.1106716023268112,-0.9559638022008665
model.n.03,200,1000,0.1991991991991992,0.443,0.30444625000000003,0.408,0.26073999999999997,0.37775,0.22296531249999998,0.333,0.16708375000000003,20000,1,model,n,1185,470,0.0125330512956107,-1.901943182834939
model.n.04,200,1000,0.1991991991991992,0.409,0.26198875,0.3895,0.23763812500000003,0.361,0.20204875,0.3028,0.12937150000000003,20000,1,model,n,12643,2095,0.1337176097303014,-0.8738113952429332
more.a.01,200,400,0.49874686716791977,0.628,0.2578600000000001,0.623,0.24788500000000008,0.60625,0.21446874999999999,0.5912,0.18444399999999997,20000,1,more,a,58135,38139,0.5986325208777403,-0.22283969368676115
more.a.02,200,400,0.49874686716791977,0.641,0.2837950000000001,0.615,0.23192500000000005,0.5985,0.19900750000000014,0.5741,0.15032950000000017,20000,1,more,a,38978,25830,0.4013674791222596,-0.3964578192175395
more.r.01,200,400,0.49874686716791977,0.595,0.192025,0.5655,0.13317250000000005,0.55425,0.1107287500000001,0.5317,0.06574149999999997,20000,1,more,r,93751,89883,0.9592367115158336,-0.018074208450021664
more.r.02,200,400,0.49874686716791977,0.634,0.26983000000000007,0.598,0.19801000000000002,0.58525,0.17257375000000016,0.5512,0.10464400000000011,20000,1,more,r,3984,1187,0.0407632884841663,-1.389730787547885
most.a.01,200,400,0.49874686716791977,0.633,0.2678350000000001,0.6405,0.2827975,0.6345,0.2708275,0.5802,0.16249900000000017,20000,1,most,a,72720,55697,0.7430112800392349,-0.1290045929398162
most.a.02,200,400,0.49874686716791977,0.731,0.46334500000000006,0.688,0.37755999999999995,0.65575,0.3132212500000002,0.6343,0.2704285,20000,1,most,a,25152,11282,0.256988719960765,-0.5900859387944135
most.r.01,200,400,0.49874686716791977,0.766,0.5331700000000001,0.721,0.44339500000000004,0.69775,0.39701125000000004,0.6608,0.3232960000000002,20000,1,most,r,73314,62962,0.7550127184536009,-0.12204573246658153
most.r.02,200,400,0.49874686716791977,0.718,0.43741,0.6885,0.3785575000000001,0.65475,0.3112262500000002,0.6082,0.218359,20000,1,most,r,22496,11726,0.23167152405178,-0.6351273443161556
much.r.01,200,600,0.332220367278798,0.687,0.5312825000000001,0.6815,0.5230462499999999,0.669,0.5043275,0.656,0.48486,20000,1,much,r,83656,59051,0.874175783984869,-0.058401228305541085
much.r.02,200,600,0.332220367278798,0.9,0.8502500000000001,0.886,0.829285,0.87825,0.817679375,0.848,0.77238,20000,1,much,r,9028,3671,0.0943394254783326,-1.025306772910644
much.r.05,200,600,0.332220367278798,0.729,0.5941774999999999,0.718,0.5777049999999999,0.6865,0.53053375,0.5935,0.39126625000000004,20000,1,much,r,1754,358,0.0183286832398089,-1.7368687342863482
name.n.01,200,600,0.332220367278798,0.646,0.469885,0.622,0.43394499999999997,0.59225,0.38939437500000007,0.5477,0.32268074999999996,20000,1,name,n,72233,70818,0.9697266673826656,-0.013350661172467549
name.n.02,200,600,0.332220367278798,0.778,0.667555,0.7575,0.6368562499999999,0.72625,0.5900593749999999,0.6932,0.540567,20000,1,name,n,575,383,0.0077193641928901,-2.112418468950627
name.n.04,200,600,0.332220367278798,0.851,0.7768725,0.836,0.7544099999999999,0.817,0.7259574999999999,0.7633,0.6455417499999999,20000,1,name,n,636,436,0.0085382880463967,-2.068629197991844
need.n.01,200,400,0.49874686716791977,0.884,0.7685800000000002,0.8785,0.7576075,0.87225,0.7451387500000001,0.8544,0.7095280000000002,20000,1,need,n,55529,39360,0.8072366221343529,-0.09299914356242324
need.n.02,200,400,0.49874686716791977,0.812,0.6249400000000002,0.807,0.6149650000000002,0.8075,0.6159625000000001,0.8034,0.6077830000000001,20000,1,need,n,12761,3005,0.1855093110817136,-0.731634287397048
necessitate.v.01,200,400,0.49874686716791977,0.743,0.4872850000000001,0.697,0.395515,0.6675,0.33666250000000003,0.6209,0.2436955000000001,20000,1,need,v,73244,48536,0.7754462489677515,-0.11044830047543756
want.v.02,200,400,0.49874686716791977,0.755,0.511225,0.7175,0.43641250000000015,0.6715,0.3446425,0.5799,0.1619005,20000,1,need,v,21203,6333,0.2244796408833929,-0.6488230410880138
fresh.s.04,200,400,0.49874686716791977,0.687,0.3755650000000002,0.669,0.33965500000000015,0.6585,0.31870750000000003,0.6147,0.23132650000000013,20000,1,new,a,28649,1250,0.3267263500028511,-0.4858158388965653
new.a.01,200,400,0.49874686716791977,0.697,0.395515,0.661,0.3236950000000001,0.634,0.26983000000000007,0.5889,0.17985550000000003,20000,1,new,a,56802,25317,0.6477960882705138,-0.18856167881373903
now.r.01,200,600,0.332220367278798,0.527,0.2916825,0.479,0.21980249999999996,0.4395,0.16065125,0.4103,0.11692425,20000,1,now,r,33631,1289,0.3561775857321387,-0.44833341417972217
now.r.03,200,600,0.332220367278798,0.773,0.6600675,0.7845,0.67728875,0.733,0.6001675,0.6986,0.5486535,20000,1,now,r,4260,1742,0.0451166041812289,-1.345663596100384
nowadays.r.01,200,600,0.332220367278798,0.754,0.631615,0.7485,0.6233787500000001,0.729,0.5941774999999999,0.6983,0.5482042500000001,20000,1,now,r,53734,12751,0.5690834763084874,-0.2448240242181124
number.n.01,200,799,0.24937343358395989,0.705,0.6069949916527545,0.694,0.5923405676126877,0.65875,0.54537979966611,0.6012,0.4687105175292153,20000,1,number,n,56395,31065,0.6222759221865448,-0.20601700291047034
number.n.08,200,799,0.24937343358395989,0.648,0.5310584307178631,0.6115,0.482432387312187,0.549,0.39916861435726214,0.4776,0.304048080133556,20000,1,number,n,3575,2483,0.0394474052986416,-1.4039815577661394
phone_number.n.01,200,799,0.24937343358395989,0.719,0.6256460767946577,0.694,0.5923405676126877,0.66275,0.5507086811352253,0.5937,0.45871886477462437,20000,1,number,n,2871,2551,0.0316793008706014,-1.499224411406733
number.n.02,199,799,0.24812030075187969,0.671356783919598,0.5629045226130653,0.6326633165829145,0.5114422110552763,0.5984924623115578,0.46599497487437197,0.5220100502512562,0.36427336683417083,20000,1,number,n,26486,19217,0.2922528606265241,-0.5342412291884183
number.v.02,200,400,0.49874686716791977,0.81,0.6209500000000002,0.7845,0.5700775,0.76225,0.52568875,0.7216,0.4445920000000001,20000,1,number,v,1349,875,0.6360207449316361,-0.19652871884465756
total.v.01,200,400,0.49874686716791977,0.786,0.5730700000000002,0.7755,0.5521225000000001,0.741,0.4832950000000001,0.7171,0.4356145,20000,1,number,v,549,414,0.2588401697312588,-0.58696832406647
one.n.01,200,400,0.49874686716791977,0.758,0.5172100000000001,0.764,0.5291800000000001,0.74325,0.48778375,0.7002,0.4018990000000002,20000,1,one,n,58742,48332,0.6396959533040031,-0.19402639660665214
one.n.02,200,400,0.49874686716791977,0.77,0.5411500000000001,0.7545,0.5102275,0.72675,0.4548662500000001,0.6479,0.2975605000000001,20000,1,one,n,33086,27445,0.3603040466959968,-0.44333086014256606
alone.s.03,200,399,0.5,0.685,0.3700000000000001,0.6835,0.367,0.65625,0.3125,0.6355,0.2709999999999999,20000,1,only,a,55695,25916,0.8918763111118229,-0.04969537110179775
lone.s.03,199,399,0.49748743718592964,0.7889447236180904,0.5800000000000001,0.7909547738693468,0.5840000000000001,0.785175879396985,0.5725000000000001,0.7623115577889448,0.5270000000000001,20000,1,only,a,6752,249,0.1081236888881771,-0.9660791457660396
entirely.r.02,200,400,0.49874686716791977,0.655,0.31172500000000014,0.6545,0.3107275,0.63425,0.27032875,0.5922,0.18643899999999997,20000,1,only,r,29234,10521,0.3071572665377826,-0.5126392059510204
merely.r.01,200,400,0.49874686716791977,0.574,0.15012999999999999,0.5645,0.13117750000000006,0.56275,0.12768625,0.5505,0.10324750000000003,20000,1,only,r,64828,45438,0.6811381020425318,-0.1667648251292421
decree.n.01,200,2200,0.0904956798544793,0.777,0.7548115000000001,0.735,0.7086325,0.695,0.6646525,0.6338,0.5973631,20000,1,order,n,18404,15527,0.1962360718665031,-0.707221158155606
order.n.01,200,2200,0.0904956798544793,0.432,0.375484,0.4115,0.35294424999999996,0.39175,0.33122912499999996,0.354,0.28972299999999995,20000,1,order,n,4192,1493,0.0446979794210161,-1.3497121087726947
order.n.02,200,2200,0.0904956798544793,0.566,0.5228169999999999,0.5585,0.51457075,0.5135,0.4650932499999999,0.459,0.4051705,20000,1,order,n,10121,8670,0.10791704430346,-0.9669099578902286
order.n.03,200,2200,0.0904956798544793,0.722,0.694339,0.7015,0.6717992500000001,0.6615,0.6278192499999999,0.5854,0.5441473,20000,1,order,n,2469,680,0.0263261715626166,-1.5796122928164325
order.n.07,200,2200,0.0904956798544793,0.542,0.496429,0.4845,0.43320774999999995,0.4175,0.35954125,0.3224,0.2549788,20000,1,order,n,3974,1346,0.0423735138881484,-1.3729055199745683
order.n.11,200,2200,0.0904956798544793,0.673,0.6404635000000001,0.6325,0.5959337499999999,0.5625,0.51896875,0.4242,0.3669079,20000,1,order,n,460,302,0.0049048355280695,-2.3093755510667924
order.n.12,200,2200,0.0904956798544793,0.723,0.6954385,0.6705,0.63771475,0.618,0.579991,0.5073,0.45827634999999994,20000,1,order,n,283,267,0.0030175401183558,-2.520346947224076
order.n.13,200,2200,0.0904956798544793,0.393,0.3326035,0.351,0.28642449999999997,0.3075,0.23859624999999998,0.239,0.16328049999999997,20000,1,order,n,20957,1057,0.223457909047289,-0.6508042693553449
order.n.15,200,2200,0.0904956798544793,0.624,0.586588,0.589,0.5481054999999999,0.55775,0.5137461249999999,0.4806,0.4289197,20000,1,order,n,11510,513,0.1227275150610438,-0.9110580591185728
ordering.n.01,200,2200,0.0904956798544793,0.615,0.5766925,0.61,0.571195,0.60125,0.561574375,0.59,0.5492049999999999,20000,1,order,n,17000,10765,0.1812656608199605,-0.7416844613700906
orderliness.n.02,200,2200,0.0904956798544793,0.513,0.4645435,0.4645,0.41121775,0.4195,0.36174024999999993,0.3552,0.2910424,20000,1,order,n,3904,360,0.0416271258730074,-1.3806235737537103
order.v.01,200,600,0.332220367278798,0.779,0.6690525,0.7375,0.6069062500000001,0.69375,0.541390625,0.6285,0.4436787499999999,20000,1,order,v,14141,6164,0.4736560040194272,-0.3245369532474641
order.v.02,200,600,0.332220367278798,0.586,0.38003499999999996,0.5515,0.32837125,0.5305,0.29692374999999993,0.456,0.18536000000000002,20000,1,order,v,8030,6936,0.2689666722492045,-0.5703015302391177
order.v.06,200,600,0.332220367278798,0.736,0.60466,0.691,0.5372724999999999,0.6465,0.47063374999999996,0.5827,0.37509325,20000,1,order,v,3469,1376,0.1161949422207335,-0.9348127756757391
other.a.01,200,400,0.49874686716791977,0.843,0.6867850000000001,0.827,0.654865,0.79725,0.5955137500000001,0.7601,0.5213995000000001,20000,1,other,a,95549,95245,0.996526981080912,-0.0015109382320084635
other.s.02,200,400,0.49874686716791977,0.91,0.8204500000000001,0.8985,0.7975075,0.8695,0.7396525000000002,0.8233,0.6474835000000001,20000,1,other,a,300,281,0.0031288458730522,-2.5046158296730976
away.r.02,200,400,0.49874686716791977,0.738,0.47731000000000007,0.704,0.40948,0.68675,0.37506625000000005,0.6569,0.31551550000000017,20000,1,out,r,17733,5032,0.6138960049851139,-0.21190519284313572
out.r.01,200,400,0.49874686716791977,0.77,0.5411500000000001,0.744,0.48928000000000005,0.718,0.43741,0.6837,0.3689815,20000,1,out,r,6298,1455,0.218029495257218,-0.6614847506111605
over.r.01,200,400,0.49874686716791977,0.659,0.31970500000000013,0.6165,0.23491750000000017,0.59375,0.18953125000000007,0.5697,0.14155150000000002,20000,1,over,r,3676,2168,0.1918980998120693,-0.7169293256564966
over.r.03,200,400,0.49874686716791977,0.746,0.4932700000000001,0.719,0.43940500000000005,0.69225,0.38603875000000015,0.6449,0.29157550000000015,20000,1,over,r,9796,6779,0.5113802463979954,-0.2912560519178936
character.n.04,200,1600,0.12445278298936835,0.504,0.43349714285714286,0.473,0.39809071428571424,0.42825,0.3469798214285715,0.373,0.2838764285714286,20000,1,part,n,602,498,0.0063357083469273,-2.1982048229329916
function.n.03,200,1600,0.12445278298936835,0.7,0.6573571428571429,0.6605,0.6122425,0.6175,0.5631303571428572,0.5441,0.4792970714285715,20000,1,part,n,3231,923,0.0340044413105023,-1.468464356173166
part.n.01,200,1600,0.12445278298936835,0.387,0.2998664285714286,0.35,0.2576071428571428,0.306,0.20735285714285714,0.2563,0.15058835714285712,20000,1,part,n,65403,51067,0.6883294568340402,-0.16220364455822478
part.n.02,200,1600,0.12445278298936835,0.521,0.45291357142857147,0.5005,0.4294996428571428,0.4575,0.38038750000000005,0.3683,0.27850835714285715,20000,1,part,n,14382,10010,0.1513623877832388,-0.8199820297735123
part.n.03,200,1600,0.12445278298936835,0.397,0.31128785714285717,0.3505,0.25817821428571425,0.31325,0.21563339285714284,0.2627,0.15789807142857143,20000,1,part,n,2491,661,0.0262163612827178,-1.5814275866543037
part.n.04,200,1600,0.12445278298936835,0.825,0.800125,0.7965,0.7675739285714286,0.7725,0.7401625,0.7336,0.6957331428571429,20000,1,part,n,3148,2402,0.033130913415494,-1.4797665905037838
part.n.11,200,1600,0.12445278298936835,0.496,0.42436,0.4365,0.3564025,0.39125,0.3047205357142857,0.3269,0.2312236428571429,20000,1,part,n,320,232,0.0033678183903932,-2.4726513358709163
region.n.01,200,1600,0.12445278298936835,0.529,0.4620507142857143,0.4985,0.42721535714285713,0.4465,0.3678239285714286,0.3878,0.30078014285714283,20000,1,part,n,4410,2182,0.0464127471926076,-1.3333627247229716
restitution.n.03,200,1200,0.16597164303586323,0.669,0.6031310000000001,0.646,0.575554,0.59925,0.51950075,0.5344,0.4417456,20000,1,return,n,48134,29815,0.7475848787003386,-0.12633949162094443
return.n.02,200,1200,0.16597164303586323,0.786,0.743414,0.741,0.689459,0.711,0.653489,0.6402,0.5685998,20000,1,return,n,1768,720,0.0274593855807163,-1.5613091845752214
return.n.05,200,1200,0.16597164303586323,0.652,0.582748,0.6345,0.5617654999999999,0.59575,0.51530425,0.5312,0.43790880000000004,20000,1,return,n,7988,997,0.1240642375671729,-0.906353389053611
return.n.06,200,1200,0.16597164303586323,0.656,0.5875440000000001,0.6255,0.5509744999999999,0.5895,0.5078105,0.5141,0.4174059,20000,1,return,n,2026,1610,0.031466467865685,-1.5021520042280152
return.n.12,200,1200,0.16597164303586323,0.795,0.754205,0.7725,0.7272274999999999,0.73925,0.68736075,0.6584,0.5904216,20000,1,return,n,359,276,0.0055757462802472,-2.253696996673961
tax_return.n.01,200,1200,0.16597164303586323,0.808,0.769792,0.7865,0.7440135,0.7575,0.7092425,0.7144,0.6575656000000001,20000,1,return,n,2400,2282,0.0372751840462212,-1.4285802035406698
render.v.07,200,800,0.2490613266583229,0.571,0.4287149999999999,0.5375,0.38410416666666664,0.49225,0.32384625000000006,0.4214,0.22949766666666668,20000,1,return,v,17676,7118,0.2688733058517515,-0.5704523130491257
return.v.01,200,800,0.2490613266583229,0.581,0.4420316666666666,0.5555,0.4080741666666666,0.53125,0.37578125,0.4749,0.3007418333333333,20000,1,return,v,13485,10245,0.2051231347256658,-0.6879853551504714
return.v.07,200,800,0.2490613266583229,0.951,0.9347483333333333,0.948,0.9307533333333333,0.94075,0.92109875,0.9157,0.8877404999999999,20000,1,return,v,26969,10774,0.410231058243714,-0.3869714626579227
revert.v.01,200,800,0.2490613266583229,0.602,0.4699966666666666,0.5835,0.4453608333333333,0.557,0.4100716666666667,0.5094,0.34668433333333326,20000,1,return,v,2331,332,0.0354573249570283,-1.450294032418805
correct.a.01,200,1200,0.16597164303586323,0.628,0.553972,0.585,0.502415,0.54525,0.45475475000000004,0.4759,0.3716041,20000,1,right,a,13640,6943,0.1720853361593682,-0.7642561354620809
correct.s.02,200,1200,0.16597164303586323,0.51,0.41249,0.4565,0.34834350000000003,0.41075,0.29348925,0.3599,0.23252009999999998,20000,1,right,a,21043,3124,0.2654832645748962,-0.5759628505970202
right.a.01,200,1200,0.16597164303586323,0.571,0.485629,0.556,0.46764400000000006,0.51375,0.41698625000000006,0.4425,0.3315575,20000,1,right,a,29832,21401,0.3763672836001665,-0.4243881354292903
right.a.04,200,1200,0.16597164303586323,0.707,0.648693,0.683,0.619917,0.64575,0.5752542500000001,0.5732,0.48826680000000006,20000,1,right,a,5007,782,0.0631694485447182,-1.1994929143836321
right.a.07,200,1200,0.16597164303586323,0.483,0.380117,0.446,0.33575399999999994,0.4265,0.3123735,0.3627,0.2358773,20000,1,right,a,2527,2149,0.0318812056066512,-1.4964652638626275
right.s.11,200,1200,0.16597164303586323,0.839,0.8069609999999999,0.812,0.774588,0.79425,0.75330575,0.7298,0.6760302,20000,1,right,a,1970,303,0.0248539671725773,-1.6046042796209494
right.n.01,200,1000,0.1991991991991992,0.752,0.69031,0.738,0.6728274999999999,0.70325,0.6294334375000001,0.6415,0.552323125,20000,1,right,n,74679,72110,0.821361401656383,-0.08546570986014981
right.n.02,200,1000,0.1991991991991992,0.65,0.5629375000000001,0.5945,0.49363187500000005,0.53425,0.41839468750000003,0.4708,0.3391615,20000,1,right,n,10265,9512,0.1129002100724805,-0.9473052499861553
right.n.04,200,1000,0.1991991991991992,0.696,0.6203799999999999,0.674,0.5929075000000001,0.635,0.54420625,0.508,0.38561500000000004,20000,1,right,n,1441,1233,0.0158489237909833,-1.8000002228787788
right.n.05,200,1000,0.1991991991991992,0.581,0.47677375,0.541,0.42682375000000006,0.499,0.37437625,0.4388,0.29920150000000006,20000,1,right,n,381,257,0.0041904510509123,-2.3777392280171497
right.n.07,200,1000,0.1991991991991992,0.674,0.5929075000000001,0.651,0.5641862500000001,0.60775,0.5101778125,0.5213,0.402223375,20000,1,right,n,3993,1711,0.0439172468406638,-1.357364893498429
justly.r.02,200,800,0.2490613266583229,0.626,0.5019566666666666,0.6195,0.4933008333333334,0.58275,0.4443620833333333,0.5207,0.36173216666666674,20000,1,right,r,1498,353,0.0355904015205512,-1.4486671123845747
properly.r.01,200,800,0.2490613266583229,0.658,0.54457,0.6315,0.5092808333333333,0.58125,0.4423645833333334,0.5274,0.3706543333333333,20000,1,right,r,1509,441,0.0358517462580185,-1.4454896859724329
right.r.02,200,800,0.2490613266583229,0.333,0.11177833333333337,0.3555,0.14174083333333332,0.33025,0.10811625,0.3057,0.07542383333333338,20000,1,right,r,18829,12356,0.4473509147065811,-0.3493516703099181
right.r.04,200,800,0.2490613266583229,0.728,0.6377866666666666,0.7095,0.6131508333333333,0.6755,0.5678741666666667,0.6236,0.4987606666666667,20000,1,right,r,5011,2875,0.1190544072226182,-0.9242545230055457
like.a.02,200,800,0.2490613266583229,0.308,0.07848666666666668,0.31,0.08115000000000001,0.292,0.05717999999999999,0.2797,0.04080050000000002,20000,1,same,a,4301,769,0.0451747752289723,-1.3451039996316652
same.a.01,200,800,0.2490613266583229,0.37,0.16105,0.3615,0.14973083333333334,0.355,0.14107499999999998,0.3192,0.09340133333333332,20000,1,same,a,76132,48080,0.7996386858247206,-0.09710620325603718
same.a.02,200,800,0.2490613266583229,0.46,0.28090000000000004,0.4265,0.23628916666666666,0.4275,0.23762083333333334,0.4147,0.22057550000000004,20000,1,same,a,12794,649,0.1343794639105957,-0.871667095804213
same.s.04,200,800,0.2490613266583229,0.671,0.5618816666666667,0.6215,0.4959641666666667,0.56725,0.42372125000000005,0.4899,0.32071683333333334,20000,1,same,a,1981,327,0.0208070750357112,-1.6817889666472112
second.n.01,200,400,0.49874686716791977,0.861,0.7226950000000001,0.8575,0.7157125000000002,0.844,0.6887800000000001,0.8197,0.6403015000000001,20000,1,second,n,18771,17992,0.8845066440486288,-0.05329890050121149
second.n.05,200,400,0.49874686716791977,0.906,0.8124700000000001,0.896,0.7925200000000001,0.888,0.7765600000000001,0.8663,0.7332685,20000,1,second,n,2090,1907,0.0984827066252002,-1.0066400240873414
see.v.01,200,1600,0.12445278298936835,0.277,0.17423071428571432,0.2755,0.17251750000000002,0.24925,0.14253625,0.2109,0.09873507142857144,20000,1,see,v,56764,25172,0.5906456479891785,-0.22867299166874483
see.v.05,200,1600,0.12445278298936835,0.359,0.2678864285714286,0.3245,0.2284825,0.307,0.208495,0.2592,0.15390057142857141,20000,1,see,v,3554,2774,0.0369803860361063,-1.4320285595782596
see.v.10,200,1600,0.12445278298936835,0.398,0.31243000000000004,0.388,0.30100857142857146,0.3555,0.26388892857142854,0.3183,0.22140121428571433,20000,1,see,v,516,266,0.0053691275167785,-2.2700962814203325
see.v.11,200,1600,0.12445278298936835,0.383,0.29529785714285717,0.334,0.23933285714285718,0.28925,0.1882219642857143,0.2338,0.12489014285714287,20000,1,see,v,728,461,0.0075750481244472,-2.1206146037345057
understand.v.02,200,1600,0.12445278298936835,0.426,0.34441,0.404,0.3192828571428572,0.34775,0.25503732142857144,0.2859,0.1843957857142857,20000,1,see,v,12032,4505,0.1251963997710837,-0.9024081597999747
visualize.v.01,200,1600,0.12445278298936835,0.524,0.45634,0.4955,0.4237889285714286,0.4405,0.36097107142857143,0.3909,0.3043207857142857,20000,1,see,v,1050,450,0.0109255501794911,-1.9615566839776069
watch.v.03,200,1600,0.12445278298936835,0.425,0.3432678571428571,0.4,0.3147142857142857,0.36025,0.26931410714285714,0.2937,0.19330450000000002,20000,1,see,v,1637,946,0.017033452994121,-1.7686973036356008
witness.v.02,200,1600,0.12445278298936835,0.336,0.2416171428571429,0.318,0.22105857142857144,0.294,0.19364714285714285,0.2596,0.15435742857142856,20000,1,see,v,11672,5355,0.121450496852401,-0.9156007041621467
set.n.01,200,1400,0.14224446032880628,0.375,0.2713541666666667,0.3445,0.23579624999999996,0.30425,0.18887145833333335,0.2605,0.13786625000000002,20000,1,set,n,50614,43296,0.6698872359574355,-0.17399829718436427
set.n.02,200,1400,0.14224446032880628,0.814,0.7831549999999998,0.8075,0.7755770833333332,0.80425,0.7717881249999999,0.7599,0.7200834166666668,20000,1,set,n,15377,11603,0.2035179204828207,-0.6913973435682857
set.n.03,200,1400,0.14224446032880628,0.644,0.5849633333333333,0.5785,0.50860125,0.49075,0.406299375,0.3819,0.2793984166666667,20000,1,set,n,929,431,0.0122955159087299,-1.9102532439391806
set.n.07,200,1400,0.14224446032880628,0.504,0.42174666666666666,0.479,0.3926008333333333,0.43,0.33547499999999997,0.3623,0.25654808333333334,20000,1,set,n,3207,1667,0.042445338556832,-1.3721699980043804
set.n.08,200,1400,0.14224446032880628,0.815,0.7843208333333332,0.7705,0.7324412499999999,0.738,0.6945516666666667,0.6555,0.5983704166666667,20000,1,set,n,633,548,0.0083778918947535,-2.076865247915469
set.n.13,200,1400,0.14224446032880628,0.662,0.6059483333333333,0.628,0.56631,0.5875,0.51909375,0.4684,0.38024299999999994,20000,1,set,n,1475,1195,0.0195219439885647,-1.7094769376186405
stage_set.n.01,200,1400,0.14224446032880628,0.433,0.3389725,0.4035,0.3045804166666667,0.36125,0.2553239583333333,0.3202,0.20746649999999997,20000,1,set,n,2315,1829,0.0306395256498491,-1.513717962578849
